"","X","SpecCode","Brack","Saltwater","DemersPelag","Species","Genus","Subfamily","Family","Order","Class","SuperClass","c_m","eps_m"
"9642",9642,23710,0,1,"demersal","Luciogobius koma","Luciogobius","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9643",9643,23717,1,1,"demersal","Luciogobius pallidus","Luciogobius","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9644",9644,23718,0,1,"demersal","Luciogobius parvulus","Luciogobius","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9645",9645,23713,0,1,"demersal","Luciogobius platycephalus","Luciogobius","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9646",9646,23711,0,1,"demersal","Luciogobius saikaiensis","Luciogobius","Gobionellinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9647",9647,9157,0,1,"pelagic","Luciosudis normani","Luciosudis",NA,"Notosudidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA
"9648",9648,10729,0,1,"demersal","Lumiconger arafura","Lumiconger","Congrinae","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"9649",9649,3785,0,1,"demersal","Lumpenella longirostris","Lumpenella",NA,"Lumpenidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9650",9650,61639,0,1,"demersal","Lumpenopsis clitella","Lumpenopsis",NA,"Opisthocentridae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9651",9651,3774,0,1,"benthopelagic","Lumpenopsis hypochroma","Lumpenopsis",NA,"Opisthocentridae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9652",9652,23786,0,1,"demersal","Lumpenopsis pavlenkoi","Lumpenopsis",NA,"Opisthocentridae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9653",9653,23787,0,1,"demersal","Lumpenopsis triocellata","Lumpenopsis",NA,"Opisthocentridae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9654",9654,3786,0,1,"demersal","Lumpenus fabricii","Lumpenus",NA,"Lumpenidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9655",9655,1380,0,1,"demersal","Lumpenus lampretaeformis","Lumpenus",NA,"Lumpenidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9656",9656,3790,0,1,"benthopelagic","Lumpenus sagitta","Lumpenus",NA,"Lumpenidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9657",9657,3767,1,1,"benthopelagic","Lupinoblennius nicholsi","Lupinoblennius","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"9658",9658,48360,1,1,"benthopelagic","Lupinoblennius vinctus","Lupinoblennius","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"9659",9659,23719,0,1,"benthopelagic","Luposicya lupus","Luposicya","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9660",9660,63442,0,1,"benthopelagic","Luthulenchelys heemstraorum","Luthulenchelys","Ophichthinae","Ophichthidae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"9661",9661,1395,0,1,"benthopelagic","Lutjanus adetii","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9662",9662,1401,1,1,"benthopelagic","Lutjanus agennes","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9663",9663,63308,0,1,"demersal","Lutjanus alexandrei","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9664",9664,1402,0,1,"benthopelagic","Lutjanus ambiguus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9665",9665,1403,1,1,"benthopelagic","Lutjanus analis","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9666",9666,1404,1,1,"benthopelagic","Lutjanus apodus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9667",9667,1405,0,1,"benthopelagic","Lutjanus aratus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9668",9668,1407,1,1,"benthopelagic","Lutjanus argentimaculatus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9669",9669,1408,1,1,"benthopelagic","Lutjanus argentiventris","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9670",9670,1409,0,1,"benthopelagic","Lutjanus bengalensis","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9671",9671,1410,0,1,"benthopelagic","Lutjanus biguttatus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9672",9672,1411,0,1,"benthopelagic","Lutjanus bitaeniatus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9673",9673,1417,1,1,"benthopelagic","Lutjanus bohar","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9674",9674,1418,0,1,"benthopelagic","Lutjanus boutton","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9675",9675,1419,0,1,"benthopelagic","Lutjanus buccanella","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9676",9676,1423,0,1,"benthopelagic","Lutjanus campechanus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9677",9677,1424,0,1,"benthopelagic","Lutjanus carponotatus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9678",9678,1425,0,1,"benthopelagic","Lutjanus coeruleolineatus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9679",9679,1426,1,1,"benthopelagic","Lutjanus colorado","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9680",9680,1427,1,1,"benthopelagic","Lutjanus cyanopterus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9681",9681,1428,0,1,"benthopelagic","Lutjanus decussatus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9682",9682,1429,1,1,"benthopelagic","Lutjanus dentatus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9683",9683,354,0,1,"benthopelagic","Lutjanus dodecacanthoides","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9684",9684,793,1,1,"benthopelagic","Lutjanus ehrenbergii","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9685",9685,794,1,1,"benthopelagic","Lutjanus endecacanthus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9686",9686,1406,0,1,"benthopelagic","Lutjanus erythropterus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9687",9687,1070,0,1,"demersal","Lutjanus fulgens","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9688",9688,261,1,1,"benthopelagic","Lutjanus fulviflamma","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9689",9689,262,1,1,"benthopelagic","Lutjanus fulvus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9690",9690,265,0,1,"benthopelagic","Lutjanus gibbus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9691",9691,1441,1,1,"benthopelagic","Lutjanus goldiei","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9692",9692,1439,1,1,"benthopelagic","Lutjanus goreensis","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9693",9693,266,1,1,"benthopelagic","Lutjanus griseus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9694",9694,151,0,1,"demersal","Lutjanus guilcheri","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9695",9695,152,0,1,"benthopelagic","Lutjanus guttatus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9696",9696,66803,1,1,"benthopelagic","Lutjanus indicus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9697",9697,153,0,1,"benthopelagic","Lutjanus inermis","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9698",9698,154,1,1,"benthopelagic","Lutjanus jocu","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9699",9699,264,1,1,"benthopelagic","Lutjanus johnii","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9700",9700,155,0,1,"benthopelagic","Lutjanus jordani","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9701",9701,156,0,1,"benthopelagic","Lutjanus kasmira","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9702",9702,157,0,1,"benthopelagic","Lutjanus lemniscatus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9703",9703,158,0,1,"benthopelagic","Lutjanus lunulatus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9704",9704,159,0,1,"benthopelagic","Lutjanus lutjanus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9705",9705,160,0,1,"benthopelagic","Lutjanus madras","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9706",9706,161,0,1,"benthopelagic","Lutjanus mahogoni","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9707",9707,162,1,1,"benthopelagic","Lutjanus malabaricus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9708",9708,165,0,1,"benthopelagic","Lutjanus mizenkoi","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9709",9709,166,1,1,"benthopelagic","Lutjanus monostigma","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9710",9710,168,0,1,"benthopelagic","Lutjanus notatus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9711",9711,169,1,1,"benthopelagic","Lutjanus novemfasciatus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9712",9712,68235,0,1,"benthopelagic","Lutjanus octolineatus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9713",9713,13063,0,1,"demersal","Lutjanus ophuysenii","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9714",9714,66804,0,1,"benthopelagic","Lutjanus papuensis","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9715",9715,170,0,1,"benthopelagic","Lutjanus peru","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9716",9716,171,0,1,"demersal","Lutjanus purpureus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9717",9717,172,0,1,"benthopelagic","Lutjanus quinquelineatus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9718",9718,173,0,1,"benthopelagic","Lutjanus rivulatus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9719",9719,25063,0,1,"benthopelagic","Lutjanus rufolineatus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9720",9720,176,1,1,"benthopelagic","Lutjanus russellii","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9721",9721,177,0,1,"benthopelagic","Lutjanus sanguineus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9722",9722,68234,0,1,"benthopelagic","Lutjanus sapphirolineatus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9723",9723,178,1,1,"benthopelagic","Lutjanus sebae","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9724",9724,179,0,1,"benthopelagic","Lutjanus semicinctus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9725",9725,180,0,1,"benthopelagic","Lutjanus stellatus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9726",9726,181,0,1,"benthopelagic","Lutjanus synagris","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9727",9727,182,0,1,"benthopelagic","Lutjanus timoriensis","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9728",9728,183,0,1,"benthopelagic","Lutjanus viridis","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9729",9729,184,1,1,"benthopelagic","Lutjanus vitta","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9730",9730,185,0,1,"benthopelagic","Lutjanus vivanus","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9731",9731,68664,0,1,"benthopelagic","Lutjanus xanthopinnis","Lutjanus","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9732",9732,1725,0,1,"pelagic","Luvarus imperialis","Luvarus",NA,"Luvaridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"9733",9733,46860,0,1,"demersal","Lythrypnus lavenbergi","Lythrypnus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9734",9734,57929,0,1,"demersal","Lythrypnus minimus","Lythrypnus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9735",9735,56505,0,1,"benthopelagic","Lythrypnus mowbrayi","Lythrypnus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9736",9736,3886,0,1,"benthopelagic","Lythrypnus nesiotes","Lythrypnus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9737",9737,16647,0,1,"benthopelagic","Lythrypnus okapia","Lythrypnus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9738",9738,3887,0,1,"benthopelagic","Lythrypnus phorellus","Lythrypnus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9739",9739,46859,0,1,"benthopelagic","Lythrypnus pulchellus","Lythrypnus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9740",9740,46849,0,1,"benthopelagic","Lythrypnus rhizophora","Lythrypnus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9741",9741,46863,0,1,"demersal","Lythrypnus solanensis","Lythrypnus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9742",9742,3888,0,1,"benthopelagic","Lythrypnus spilus","Lythrypnus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9743",9743,3889,0,1,"demersal","Lythrypnus zebra","Lythrypnus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9744",9744,65025,0,1,"benthopelagic","Mataeocephalus cristatus","Mataeocephalus",NA,"Macrouridae","Gadiformes","Teleostei","Osteichthyes",NA,NA
"9745",9745,52183,0,1,"demersal","Mataeocephalus hyostomus","Mataeocephalus",NA,"Macrouridae","Gadiformes","Teleostei","Osteichthyes",NA,NA
"9746",9746,64832,0,1,"benthopelagic","Mataeocephalus kotlyari","Mataeocephalus",NA,"Macrouridae","Gadiformes","Teleostei","Osteichthyes",NA,NA
"9747",9747,8500,0,1,"pelagic","Mataeocephalus tenuicauda","Mataeocephalus",NA,"Macrouridae","Gadiformes","Teleostei","Osteichthyes",NA,NA
"9748",9748,47054,0,1,"demersal","Matanui bathytaton","Matanui","Tripterygiinae","Tripterygiidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"9749",9749,47061,0,1,"benthopelagic","Matanui profundum","Matanui","Tripterygiinae","Tripterygiidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"9750",9750,58247,0,1,"demersal","Matsubaraea fusiformis","Matsubaraea",NA,"Hemerocoetidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"9751",9751,59076,0,1,"demersal","Matsubarichthys inusitatus","Matsubarichthys",NA,"Aploactinidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"9752",9752,59107,0,1,"pelagic","Matsuichthys aequipinnis","Matsuichthys",NA,"Platytroctidae","Alepocephaliformes","Teleostei","Osteichthyes",NA,NA
"9753",9753,9967,0,1,"demersal","Mauligobius maderensis","Mauligobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9754",9754,9969,1,1,"demersal","Mauligobius nigri","Mauligobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9755",9755,11432,0,1,"pelagic","Maulisia acuticeps","Maulisia",NA,"Platytroctidae","Alepocephaliformes","Teleostei","Osteichthyes",NA,NA
"9756",9756,11434,0,1,"pelagic","Maulisia argipalla","Maulisia",NA,"Platytroctidae","Alepocephaliformes","Teleostei","Osteichthyes",NA,NA
"9757",9757,59108,0,1,"pelagic","Maulisia isaacsi","Maulisia",NA,"Platytroctidae","Alepocephaliformes","Teleostei","Osteichthyes",NA,NA
"9758",9758,10151,0,1,"pelagic","Maulisia mauli","Maulisia",NA,"Platytroctidae","Alepocephaliformes","Teleostei","Osteichthyes",NA,NA
"9759",9759,10152,0,1,"pelagic","Maulisia microlepis","Maulisia",NA,"Platytroctidae","Alepocephaliformes","Teleostei","Osteichthyes",NA,NA
"9760",9760,60991,0,1,"pelagic","Maurolicus amethystinopunctatus","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA
"9761",9761,51609,0,1,"pelagic","Maurolicus australis","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA
"9762",9762,51616,0,1,"pelagic","Maurolicus breviculus","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA
"9763",9763,51610,0,1,"pelagic","Maurolicus imperatorius","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA
"9764",9764,51601,0,1,"pelagic","Maurolicus inventionis","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA
"9765",9765,60992,0,1,"pelagic","Maurolicus japonicus","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA
"9766",9766,51614,0,1,"pelagic","Maurolicus javanicus","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA
"9767",9767,51613,0,1,"pelagic","Maurolicus kornilovorum","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA
"9768",9768,51615,0,1,"pelagic","Maurolicus mucronatus","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA
"9769",9769,754,0,1,"pelagic","Maurolicus muelleri","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA
"9770",9770,51606,0,1,"pelagic","Maurolicus parvipinnis","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA
"9771",9771,51608,0,1,"pelagic","Maurolicus rudjakovi","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA
"9772",9772,51603,0,1,"pelagic","Maurolicus stehmanni","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA
"9773",9773,51607,0,1,"pelagic","Maurolicus walvisensis","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA
"9774",9774,51611,0,1,"pelagic","Maurolicus weitzmani","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA
"9775",9775,52307,0,1,"benthopelagic","Maxillicosta lopholepis","Maxillicosta",NA,"Neosebastidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"9776",9776,12598,0,1,"benthopelagic","Luzonichthys earlei","Luzonichthys",NA,"Anthiadidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9777",9777,69016,0,1,"benthopelagic","Luzonichthys kiomeamea","Luzonichthys",NA,"Anthiadidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9778",9778,12872,0,1,"benthopelagic","Luzonichthys microlepis","Luzonichthys",NA,"Anthiadidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9779",9779,69040,0,1,"benthopelagic","Luzonichthys seaver","Luzonichthys",NA,"Anthiadidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9780",9780,12873,0,1,"benthopelagic","Luzonichthys taeniatus","Luzonichthys",NA,"Anthiadidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9781",9781,7453,0,1,"benthopelagic","Luzonichthys waitei","Luzonichthys",NA,"Anthiadidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9782",9782,12874,0,1,"benthopelagic","Luzonichthys whitleyi","Luzonichthys",NA,"Anthiadidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9783",9783,12875,0,1,"demersal","Luzonichthys williamsi","Luzonichthys",NA,"Anthiadidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9784",9784,15473,0,1,"demersal","Lycenchelys alba","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9785",9785,48092,0,1,"demersal","Lycenchelys albeola","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9786",9786,23830,0,1,"demersal","Lycenchelys albomaculata","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9787",9787,48390,0,1,"demersal","Lycenchelys alta","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9788",9788,7015,0,1,"demersal","Lycenchelys antarctica","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9789",9789,7016,0,1,"demersal","Lycenchelys aratrirostris","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9790",9790,7017,0,1,"demersal","Lycenchelys argentina","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9791",9791,52712,0,1,"demersal","Lycenchelys aurantiaca","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9792",9792,48094,0,1,"demersal","Lycenchelys bachmanni","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9793",9793,7018,0,1,"demersal","Lycenchelys bellingshauseni","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9794",9794,48099,0,1,"demersal","Lycenchelys bullisi","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9795",9795,58976,0,1,"demersal","Lycenchelys callista","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9796",9796,48101,0,1,"demersal","Lycenchelys camchatica","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9797",9797,58977,0,1,"demersal","Lycenchelys chauliodus","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9798",9798,48102,0,1,"demersal","Lycenchelys cicatrifer","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9799",9799,11658,0,1,"demersal","Lycenchelys crotalinus","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9800",9800,57896,0,1,"demersal","Lycenchelys fedorovi","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9801",9801,58978,0,1,"demersal","Lycenchelys folletti","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9802",9802,58979,0,1,"demersal","Lycenchelys hadrogeneia","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9803",9803,23825,0,1,"demersal","Lycenchelys hippopotamus","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9804",9804,7019,0,1,"demersal","Lycenchelys hureaui","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9805",9805,64611,0,1,"pelagic","Lycenchelys imamurai","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9806",9806,48105,0,1,"demersal","Lycenchelys incisa","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9807",9807,24699,0,1,"demersal","Lycenchelys jordani","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9808",9808,15471,0,1,"demersal","Lycenchelys kolthoffi","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
