"","Ref","OxygenCons","Weight","Temperature","SpecCode","MetabolicLevel","AppliedStress","OxygenRefNo","Species","Genus","Subfamily","Family","Order","Class","SuperClass","Brack","Saltwater","DemersPelag"
"763","fishbase",10.637,0.011,25,80,"routine","none specified",2120,"Chanos chanos","Chanos",NA,"Chanidae","Gonorynchiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"769","fishbase",9.933,0.011,29,80,"routine","none specified",2120,"Chanos chanos","Chanos",NA,"Chanidae","Gonorynchiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"770","fishbase",10.417,0.011,29,80,"routine","none specified",2120,"Chanos chanos","Chanos",NA,"Chanidae","Gonorynchiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"833","fishbase",14.522,0.1,13,139,"standard","none specified",2120,"Squalus acanthias","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",1,1,"benthopelagic"
"834","fishbase",32.7936,0.64,13,139,"standard","none specified",2120,"Squalus acanthias","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",1,1,"benthopelagic"
"835","fishbase",50.995,0.94,13,139,"standard","none specified",2120,"Squalus acanthias","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",1,1,"benthopelagic"
"836","fishbase",63.294,1.05,13,139,"standard","none specified",2120,"Squalus acanthias","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",1,1,"benthopelagic"
"837","fishbase",70.7392,1.12,13,139,"standard","none specified",2120,"Squalus acanthias","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",1,1,"benthopelagic"
"838","fishbase",63.364,1.24,13,139,"standard","none specified",2120,"Squalus acanthias","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",1,1,"benthopelagic"
"839","fishbase",73.2685,1.55,13,139,"standard","none specified",2120,"Squalus acanthias","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",1,1,"benthopelagic"
"840","fishbase",35.3685,1.615,9,139,"standard","none specified",2120,"Squalus acanthias","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",1,1,"benthopelagic"
"841","fishbase",96.145,1.75,13,139,"standard","none specified",2120,"Squalus acanthias","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",1,1,"benthopelagic"
"842","fishbase",37.8708,1.812,9,139,"standard","none specified",2120,"Squalus acanthias","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",1,1,"benthopelagic"
"843","fishbase",60.0696,1.854,10,139,"standard","none specified",2120,"Squalus acanthias","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",1,1,"benthopelagic"
"844","fishbase",93.627,1.854,10,139,"routine","none specified",2120,"Squalus acanthias","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",1,1,"benthopelagic"
"846","fishbase",100.1759,1.87,13,139,"standard","none specified",2120,"Squalus acanthias","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",1,1,"benthopelagic"
"847","fishbase",101.352,2.06,10,139,"routine","none specified",2120,"Squalus acanthias","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",1,1,"benthopelagic"
"848","fishbase",125.037,2.7,13,139,"standard","none specified",2120,"Squalus acanthias","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",1,1,"benthopelagic"
"849","fishbase",166.815,3.3,13,139,"standard","none specified",2120,"Squalus acanthias","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",1,1,"benthopelagic"
"850","fishbase",205.1,3.5,11,139,"standard","none specified",2120,"Squalus acanthias","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",1,1,"benthopelagic"
"851","fishbase",213.624,4.6,13,139,"standard","none specified",2120,"Squalus acanthias","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",1,1,"benthopelagic"
"852","fishbase",280.9152,5.76,13,139,"standard","none specified",2120,"Squalus acanthias","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",1,1,"benthopelagic"
"853","fishbase",333.696,7.04,13,139,"standard","none specified",2120,"Squalus acanthias","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",1,1,"benthopelagic"
"854","fishbase",303.2455,7.85,13,139,"standard","none specified",2120,"Squalus acanthias","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",1,1,"benthopelagic"
"855","fishbase",223.6221,8.97,13,139,"standard","none specified",2120,"Squalus acanthias","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",1,1,"benthopelagic"
"1236","fishbase",5.54,0.1,5,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1237","fishbase",5.7,0.1,5,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1238","fishbase",5.85,0.1,5,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1239","fishbase",6,0.1,5,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1240","fishbase",6.15,0.1,5,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1241","fishbase",6.46,0.1,5,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1242","fishbase",7.4,0.1,5,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1268","fishbase",5.01,0.1,15,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1269","fishbase",5.68,0.1,15,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1270","fishbase",6.35,0.1,15,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1271","fishbase",6.52,0.1,15,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1272","fishbase",6.85,0.1,15,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1274","fishbase",9.4,0.1,15,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1275","fishbase",10.9,0.1,15,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1277","fishbase",11.2,0.1,15,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1278","fishbase",12.7,0.1,15,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1321","fishbase",24.089,0.1105,16,239,"routine","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1329","fishbase",11.0055,0.115,12,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1332","fishbase",12.535,0.115,12,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1352","fishbase",9.26662,0.1154,14,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1361","fishbase",35.245,0.1325,18,239,"routine","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1364","fishbase",36.1085,0.1405,14,239,"routine","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1365","fishbase",18.9,0.15,10,239,"routine","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1368","fishbase",8.694,0.21,8.6,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1369","fishbase",9.282,0.21,8.6,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1370","fishbase",9.891,0.21,8.6,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1371","fishbase",10.038,0.21,8.6,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1372","fishbase",10.353,0.21,8.6,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1373","fishbase",10.542,0.21,8.6,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1374","fishbase",10.605,0.21,8.6,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1375","fishbase",11.004,0.21,8.6,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1376","fishbase",11.13,0.21,8.6,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1377","fishbase",11.298,0.21,8.6,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1378","fishbase",11.424,0.21,8.6,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1379","fishbase",12.033,0.21,8.6,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1380","fishbase",12.516,0.21,8.6,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1381","fishbase",12.81,0.21,8.6,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1382","fishbase",13.377,0.21,8.6,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1383","fishbase",13.608,0.21,8.6,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1384","fishbase",14.343,0.21,8.6,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1385","fishbase",15.939,0.21,8.6,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1386","fishbase",12.0001,0.217,8.6,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1387","fishbase",9.7882,0.218,12,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1388","fishbase",16.3593,0.219,8,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1389","fishbase",15.7024,0.224,8,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1390","fishbase",21.015,0.225,15,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1391","fishbase",21.1275,0.225,15,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1392","fishbase",21.7125,0.225,15,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1393","fishbase",23.175,0.225,15,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1395","fishbase",25.425,0.225,15,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1398","fishbase",16.9456,0.238,8,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1410","fishbase",11.2095,0.265,8.8,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1412","fishbase",22.7376,0.288,15,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1419","fishbase",24.75,0.3,15,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1422","fishbase",29.25,0.3,15,239,"routine","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1441","fishbase",24.115,0.35,10,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1442","fishbase",28.945,0.35,10,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1443","fishbase",30.45,0.35,10,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1444","fishbase",31.955,0.35,10,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1445","fishbase",35.35,0.35,10,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1446","fishbase",38.15,0.35,10,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1452","fishbase",17.55,0.45,5,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1460","fishbase",27.65,0.5,13.5,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1462","fishbase",30.3,0.5,13.5,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1463","fishbase",31.2,0.5,13.5,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1464","fishbase",32.95,0.5,13.5,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1465","fishbase",42.65,0.5,13.5,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1475","fishbase",35.05,0.5,15,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1476","fishbase",35.4,0.5,15,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1477","fishbase",35.9,0.5,15,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1493","fishbase",56.65,0.515,16,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1494","fishbase",64.375,0.515,18,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1495","fishbase",77.25,0.515,20,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1496","fishbase",108.15,0.515,22,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"1497","fishbase",151.925,0.515,24,239,"standard","none specified",2120,"Oncorhynchus mykiss","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
