"","Ref","OxygenCons","Weight","Temperature","SpecCode","MetabolicLevel","AppliedStress","OxygenRefNo","Species","Genus","Subfamily","Family","Order","Class","SuperClass","Brack","Saltwater","DemersPelag"
"4032","fishbase",10.26,0.027,25,1592,"routine","none specified",2120,"Brevoortia tyrannus","Brevoortia",NA,"Alosidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4036","fishbase",17.089,0.0743,20,1592,"routine","none specified",2120,"Brevoortia tyrannus","Brevoortia",NA,"Alosidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4037","fishbase",7.9968,0.0784,10,1592,"routine","none specified",2120,"Brevoortia tyrannus","Brevoortia",NA,"Alosidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4038","fishbase",13.8775,0.0793,15,1592,"routine","none specified",2120,"Brevoortia tyrannus","Brevoortia",NA,"Alosidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4039","fishbase",24.5936,0.0809,25,1592,"routine","none specified",2120,"Brevoortia tyrannus","Brevoortia",NA,"Alosidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4040","fishbase",5.91660986,7e-04,16.8,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4041","fishbase",2.263719966,0.0017,12.4,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4042","fishbase",3.1416,0.0017,13.4,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4043","fishbase",5.408259938,0.0031,18.8,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4044","fishbase",5.952209835,0.0033,19.3,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4045","fishbase",4.029089922,0.0039,14.4,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4048","fishbase",3.1901,0.0046,13,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4049","fishbase",2.812440092,0.0046,13.4,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4050","fishbase",1.99350005,0.005,9.1,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4051","fishbase",1.33699995,0.005,9.8,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4052","fishbase",1.6335,0.0054,9.4,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4055","fishbase",8.3179999,0.01,13.9,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4056","fishbase",2.74736,0.0112,20.3,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4057","fishbase",9.7133,0.0137,17.2,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4058","fishbase",1.8396,0.0146,17.2,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4059","fishbase",5.57945,0.0151,20,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4060","fishbase",2.4016,0.0152,12,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4061","fishbase",2.1156,0.0172,11.5,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4062","fishbase",2.22425,0.0175,12.8,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4063","fishbase",14.402,0.019,23,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4064","fishbase",16.918219516,0.0242,24.5,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4065","fishbase",8.53249975,0.025,22,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4066","fishbase",9.0721,0.0257,23.8,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4067","fishbase",4.6224,0.027,16.8,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4068","fishbase",4.18968,0.0276,16,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4069","fishbase",2.52252,0.0286,10,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4070","fishbase",3.23883,0.0291,13.5,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4071","fishbase",7.753069701,0.0299,14.2,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4072","fishbase",8.32715,0.0299,15.2,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4073","fishbase",19.11359968,0.032,21.2,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4074","fishbase",4.299130323,0.0323,13.2,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4075","fishbase",9.420870327,0.0327,11.7,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4076","fishbase",19.766879334,0.0333,21,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4077","fishbase",8.64,0.036,16,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4078","fishbase",14.483199635,0.0365,17,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4079","fishbase",18.378420471,0.0471,20.2,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4080","fishbase",20.349219501,0.0499,17.8,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4081","fishbase",29.763580539,0.0539,15,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4082","fishbase",34.47,0.06,14.6,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4083","fishbase",80.4263969,0.062,22.7,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4084","fishbase",24.4971,0.0633,23.9,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4085","fishbase",29.955049315,0.0685,10.4,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4086","fishbase",43.933891482,0.0741,23.9,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4087","fishbase",21.33539919,0.081,13.5,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4088","fishbase",12.665099185,0.0815,12.2,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4089","fishbase",34.47739914,0.086,24.2,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4090","fishbase",5.19184,0.0877,13.4,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4091","fishbase",52.8186405129999,0.25689999,16.7,1604,"routine","none specified",2120,"Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4092","fishbase",708.9342,0.24362,16.2,1663,"routine","none specified",5442,"Engraulis japonicus","Engraulis","Engraulinae","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"4093","fishbase",91.8259965,0.26235999,16.2,1663,"routine","none specified",5442,"Engraulis japonicus","Engraulis","Engraulinae","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"4094","fishbase",658.5235749,0.26235999,16.2,1663,"routine","none specified",5442,"Engraulis japonicus","Engraulis","Engraulinae","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"4095","fishbase",817.7679728,0.30064999,16.2,1663,"routine","none specified",5442,"Engraulis japonicus","Engraulis","Engraulinae","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"4096","fishbase",3544.6633821,0.30064999,16.2,1663,"routine","none specified",5442,"Engraulis japonicus","Engraulis","Engraulinae","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"4097","fishbase",82.8660021,0.39460001,16.2,1663,"routine","none specified",5442,"Engraulis japonicus","Engraulis","Engraulinae","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"4098","fishbase",1566.5620397,0.39460001,16.2,1663,"routine","none specified",5442,"Engraulis japonicus","Engraulis","Engraulinae","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"4099","fishbase",131.1844535274,0.62878998,16.2,1663,"standard","none specified",5442,"Engraulis japonicus","Engraulis","Engraulinae","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"4100","fishbase",170.7227737577,0.62878998,16.2,1663,"standard","none specified",5442,"Engraulis japonicus","Engraulis","Engraulinae","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"4101","fishbase",202.1748422694,0.62878998,16.2,1663,"standard","none specified",5442,"Engraulis japonicus","Engraulis","Engraulinae","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"4102","fishbase",253.739992,0.63434998,16.2,1663,"routine","none specified",5442,"Engraulis japonicus","Engraulis","Engraulinae","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"4103","fishbase",304.4879904,0.63434998,16.2,1663,"routine","none specified",5442,"Engraulis japonicus","Engraulis","Engraulinae","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"4104","fishbase",463.215023365101,0.63434998,16.2,1663,"standard","none specified",5442,"Engraulis japonicus","Engraulis","Engraulinae","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"4105","fishbase",475.762485,0.63434998,16.2,1663,"routine","none specified",5442,"Engraulis japonicus","Engraulis","Engraulinae","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"4106","fishbase",1687.3709468,0.63434998,16.2,1663,"routine","none specified",5442,"Engraulis japonicus","Engraulis","Engraulinae","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"4165","fishbase",0.029578,2.3e-05,20,2065,"routine","none specified",2093,"Acipenser stellatus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"4166","fishbase",0.033,3.3e-05,21,2065,"routine","none specified",2093,"Acipenser stellatus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"4167","fishbase",0.046665,4.5e-05,21.1,2065,"routine","none specified",2093,"Acipenser stellatus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"4168","fishbase",0.065961,6.3e-05,21.7,2065,"routine","none specified",2093,"Acipenser stellatus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"4169","fishbase",0.08901,8.6e-05,22.1,2065,"routine","none specified",2093,"Acipenser stellatus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"4170","fishbase",0.17056,0.000164,20.5,2065,"routine","none specified",2093,"Acipenser stellatus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"4171","fishbase",0.11745,0.000225,18,2065,"routine","none specified",2093,"Acipenser stellatus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"4172","fishbase",0.190575,0.000225,25,2065,"routine","none specified",2093,"Acipenser stellatus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"4173","fishbase",0.278419,0.000433,20,2065,"routine","none specified",2093,"Acipenser stellatus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"4174","fishbase",0.3562,0.00065,17,2065,"routine","none specified",2093,"Acipenser stellatus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"4175","fishbase",0.4288,8e-04,21,2065,"routine","none specified",2093,"Acipenser stellatus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"4176","fishbase",0.56,0.00175,17,2065,"routine","none specified",2093,"Acipenser stellatus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"4177","fishbase",1.92222,0.00362,20,2065,"routine","none specified",2093,"Acipenser stellatus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"4178","fishbase",4.1514,0.00374,23,2065,"routine","none specified",2093,"Acipenser stellatus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"4179","fishbase",2.76624,0.00612,18,2065,"routine","none specified",2093,"Acipenser stellatus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"4180","fishbase",4.44924,0.00612,25,2065,"routine","none specified",2093,"Acipenser stellatus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"4181","fishbase",7.3461,0.01042,22,2065,"routine","none specified",2093,"Acipenser stellatus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"4182","fishbase",903.91,3.7,24.4,2065,"routine","none specified",2093,"Acipenser stellatus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"4183","fishbase",1033.34,6.05,21.8,2065,"routine","none specified",2093,"Acipenser stellatus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"4184","fishbase",443.3,6.5,20,2065,"routine","none specified",2093,"Acipenser stellatus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"4185","fishbase",1114.464,7.52,22.4,2065,"routine","none specified",2093,"Acipenser stellatus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"4186","fishbase",1088.88,10.4,22.5,2065,"routine","none specified",2093,"Acipenser stellatus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"4282","fishbase",0.043007,0.00029,10,2420,"routine","none specified",2120,"Gasterosteus aculeatus","Gasterosteus",NA,"Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",1,1,"benthopelagic"
"4283","fishbase",0.065,5e-04,10,2420,"routine","none specified",2120,"Gasterosteus aculeatus","Gasterosteus",NA,"Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",1,1,"benthopelagic"
"4284","fishbase",0.087,0.00058,10,2420,"routine","none specified",2120,"Gasterosteus aculeatus","Gasterosteus",NA,"Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",1,1,"benthopelagic"
"4285","fishbase",0.108992,0.00064,10,2420,"routine","none specified",2120,"Gasterosteus aculeatus","Gasterosteus",NA,"Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",1,1,"benthopelagic"
"4286","fishbase",0.208,0.00065,10,2420,"routine","none specified",2120,"Gasterosteus aculeatus","Gasterosteus",NA,"Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",1,1,"benthopelagic"
"4287","fishbase",0.088976,0.00067,10,2420,"routine","none specified",2120,"Gasterosteus aculeatus","Gasterosteus",NA,"Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",1,1,"benthopelagic"
"4288","fishbase",0.079971,0.00069,10,2420,"routine","none specified",2120,"Gasterosteus aculeatus","Gasterosteus",NA,"Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",1,1,"benthopelagic"
"4289","fishbase",0.1210259931,0.00069,10,2420,"routine","none specified",2120,"Gasterosteus aculeatus","Gasterosteus",NA,"Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",1,1,"benthopelagic"
"4290","fishbase",0.1039679928,0.00072,10,2420,"routine","none specified",2120,"Gasterosteus aculeatus","Gasterosteus",NA,"Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",1,1,"benthopelagic"
"4291","fishbase",0.1490360076,0.00076,10,2420,"routine","none specified",2120,"Gasterosteus aculeatus","Gasterosteus",NA,"Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",1,1,"benthopelagic"
"4292","fishbase",0.16104,8e-04,10,2420,"routine","none specified",2120,"Gasterosteus aculeatus","Gasterosteus",NA,"Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",1,1,"benthopelagic"
"4293","fishbase",0.124012,0.00086,10,2420,"routine","none specified",2120,"Gasterosteus aculeatus","Gasterosteus",NA,"Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",1,1,"benthopelagic"
"4294","fishbase",0.1529939914,0.00086,10,2420,"routine","none specified",2120,"Gasterosteus aculeatus","Gasterosteus",NA,"Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",1,1,"benthopelagic"
"4295","fishbase",0.1979969907,0.00093,10,2420,"routine","none specified",2120,"Gasterosteus aculeatus","Gasterosteus",NA,"Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",1,1,"benthopelagic"
"4296","fishbase",0.43329,0.00101,18,2420,"routine","none specified",2093,"Gasterosteus aculeatus","Gasterosteus",NA,"Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",1,1,"benthopelagic"
"4297","fishbase",0.14098,0.00106,10,2420,"routine","none specified",2120,"Gasterosteus aculeatus","Gasterosteus",NA,"Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",1,1,"benthopelagic"
"4298","fishbase",0.132,0.0012,10,2420,"routine","none specified",2120,"Gasterosteus aculeatus","Gasterosteus",NA,"Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",1,1,"benthopelagic"
"4299","fishbase",0.14544,0.0012,10,2420,"routine","none specified",2120,"Gasterosteus aculeatus","Gasterosteus",NA,"Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",1,1,"benthopelagic"
"4300","fishbase",0.26904,0.0012,10,2420,"routine","none specified",2120,"Gasterosteus aculeatus","Gasterosteus",NA,"Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",1,1,"benthopelagic"
"4301","fishbase",0.21294,0.00195,10,2420,"routine","none specified",2120,"Gasterosteus aculeatus","Gasterosteus",NA,"Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",1,1,"benthopelagic"
"4302","fishbase",0.62895,0.0021,10,2420,"routine","none specified",2120,"Gasterosteus aculeatus","Gasterosteus",NA,"Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",1,1,"benthopelagic"
"4303","fishbase",0.276045,0.00239,10,2420,"routine","none specified",2120,"Gasterosteus aculeatus","Gasterosteus",NA,"Gasterosteidae","Perciformes/Gasterosteoidei","Teleostei","Osteichthyes",1,1,"benthopelagic"
"4315","fishbase",7.81375,0.047,18,2499,"standard","none specified",85173,"Chelon labrosus","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"4318","fishbase",12.104,0.089,19,2505,"routine","none specified",2093,"Acipenser nudiventris","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"4325","fishbase",1.86792,0.00344,22.5,2530,"routine","none specified",2093,"Petromyzon marinus","Petromyzon","Petromyzontinae","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha",1,1,"demersal"
"4326","fishbase",1.16466,0.00354,22.5,2530,"routine","none specified",2093,"Petromyzon marinus","Petromyzon","Petromyzontinae","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha",1,1,"demersal"
"4327","fishbase",0.71392,0.00388,18,2530,"routine","none specified",2093,"Petromyzon marinus","Petromyzon","Petromyzontinae","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha",1,1,"demersal"
"4328","fishbase",1.20156,0.0228,5,2530,"standard","none specified",2120,"Petromyzon marinus","Petromyzon","Petromyzontinae","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha",1,1,"demersal"
"4329","fishbase",2.2446,0.0348,10,2530,"standard","none specified",2120,"Petromyzon marinus","Petromyzon","Petromyzontinae","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha",1,1,"demersal"
"4330","fishbase",4.08051,0.0357,15,2530,"standard","none specified",2120,"Petromyzon marinus","Petromyzon","Petromyzontinae","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha",1,1,"demersal"
"4331","fishbase",9.3744,0.0756,20,2530,"standard","none specified",2120,"Petromyzon marinus","Petromyzon","Petromyzontinae","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha",1,1,"demersal"
"4347","fishbase",38.97,0.9,10,2594,"standard","none specified",2120,"Acipenser transmontanus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"4352","fishbase",69.84,0.9,15,2594,"standard","none specified",2120,"Acipenser transmontanus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"4356","fishbase",72.01,0.95,15,2594,"standard","none specified",2120,"Acipenser transmontanus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"4357","fishbase",24.7,0.13,6.7,2669,"routine","none specified",2120,"Coregonus autumnalis","Coregonus","Coregoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4358","fishbase",36.895,0.157,7.2,2669,"routine","none specified",2120,"Coregonus autumnalis","Coregonus","Coregoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4359","fishbase",32.025,0.175,7,2669,"routine","none specified",2203,"Coregonus autumnalis","Coregonus","Coregoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4367","fishbase",33.462,0.143,9.4,2678,"routine","none specified",2120,"Coregonus sardinella","Coregonus","Coregoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4370","fishbase",36.225,0.175,9,2678,"routine","none specified",2203,"Coregonus sardinella","Coregonus","Coregoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4374","fishbase",40,0.2,9,2678,"routine","none specified",2203,"Coregonus sardinella","Coregonus","Coregoninae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",1,1,"pelagic"
"4411","fishbase",0.04553,0.0029,5,2734,"routine","none specified",2120,"Lampanyctus regalis","Lampanyctus","Lampanyctinae","Myctophidae","Myctophiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"4416","fishbase",0.041055,0.00115,5,2739,"routine","none specified",2120,"Triphoturus mexicanus","Triphoturus","Lampanyctinae","Myctophidae","Myctophiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"4417","fishbase",0.89001,0.0093,10,2739,"routine","none specified",2120,"Triphoturus mexicanus","Triphoturus","Lampanyctinae","Myctophidae","Myctophiformes","Teleostei","Osteichthyes",0,1,"pelagic"
