"","SpecCode","Genus","Subfamily","Brack","Saltwater","DemersPelag","Species","Family","Order","Class","SuperClass"
"17890",27568,"Oligolepis","Gobionellinae",1,0,"demersal","Oligolepis stomias","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17891",2686,"Oncorhynchus","Salmoninae",0,0,"demersal","Oncorhynchus aguabonita","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"17892",2687,"Oncorhynchus","Salmoninae",0,0,"demersal","Oncorhynchus apache","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"17893",6208,"Oncorhynchus","Salmoninae",0,0,"benthopelagic","Oncorhynchus chrysogaster","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"17894",2688,"Oncorhynchus","Salmoninae",1,1,"demersal","Oncorhynchus clarkii","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"17895",16686,"Oncorhynchus","Salmoninae",0,0,"demersal","Oncorhynchus formosanus","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"17896",2689,"Oncorhynchus","Salmoninae",0,0,"demersal","Oncorhynchus gilae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"17897",240,"Oncorhynchus","Salmoninae",1,1,"demersal","Oncorhynchus gorbuscha","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"17898",10448,"Oncorhynchus","Salmoninae",0,0,"demersal","Oncorhynchus iwame","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"17899",66106,"Oncorhynchus","Salmoninae",0,0,"benthopelagic","Oncorhynchus kawamurae","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"17900",241,"Oncorhynchus","Salmoninae",1,1,"benthopelagic","Oncorhynchus keta","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"17901",245,"Oncorhynchus","Salmoninae",1,1,"pelagic","Oncorhynchus kisutch","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"17902",242,"Oncorhynchus","Salmoninae",1,1,"benthopelagic","Oncorhynchus masou","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"17903",239,"Oncorhynchus","Salmoninae",1,1,"benthopelagic","Oncorhynchus mykiss","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"17904",243,"Oncorhynchus","Salmoninae",1,1,"pelagic","Oncorhynchus nerka","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"17905",4731,"Oncorhynchus","Salmoninae",1,1,"demersal","Oncorhynchus rhodurus","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"17906",244,"Oncorhynchus","Salmoninae",1,1,"benthopelagic","Oncorhynchus tshawytscha","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"17907",10024,"Ophiocara","Butinae",0,0,"demersal","Ophiocara macrolepidota","Butidae","Gobiiformes","Teleostei","Osteichthyes"
"17908",10023,"Ophiocara","Butinae",1,1,"demersal","Ophiocara porocephala","Butidae","Gobiiformes","Teleostei","Osteichthyes"
"17909",1649,"Opisthopterus",NA,1,1,"pelagic","Opisthopterus effulgens","Pristigasteridae","Clupeiformes","Teleostei","Osteichthyes"
"17910",22635,"Osmerus",NA,1,1,"pelagic","Osmerus dentex","Osmeridae","Osmeriformes","Teleostei","Osteichthyes"
"17911",1334,"Osmerus",NA,1,1,"pelagic","Osmerus eperlanus","Osmeridae","Osmeriformes","Teleostei","Osteichthyes"
"17912",253,"Osmerus",NA,1,1,"pelagic","Osmerus mordax","Osmeridae","Osmeriformes","Teleostei","Osteichthyes"
"17913",6198,"Osmerus",NA,0,0,"benthopelagic","Osmerus spectrum","Osmeridae","Osmeriformes","Teleostei","Osteichthyes"
"17914",10298,"Oxyurichthys","Gobionellinae",1,1,"demersal","Oxyurichthys ophthalmonema","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17915",12056,"Otolithoides",NA,1,1,"benthopelagic","Otolithoides pama","Sciaenidae","Eupercaria","Teleostei","Osteichthyes"
"17916",8267,"Oxyurichthys","Gobionellinae",1,0,"demersal","Oxyurichthys visayanus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17917",65968,"Pandaka","Gobionellinae",0,0,"demersal","Pandaka bipunctata","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17918",23694,"Pandaka","Gobionellinae",1,0,"pelagic","Pandaka lidwilli","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17919",5460,"Pandaka","Gobionellinae",1,1,"demersal","Pandaka pygmaea","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17920",59930,"Pandaka","Gobionellinae",1,0,"benthopelagic","Pandaka rouxi","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17921",9981,"Pandaka","Gobionellinae",0,0,"demersal","Pandaka silvana","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17922",11813,"Pandaka","Gobionellinae",1,0,"benthopelagic","Pandaka trimaculata","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17923",9182,"Parahucho","Salmoninae",1,1,"benthopelagic","Parahucho perryi","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"17924",8203,"Pastinachus","Hypolophinae",1,1,"benthopelagic","Pastinachus sephen","Dasyatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes"
"17925",65554,"Pastinachus","Hypolophinae",1,0,"demersal","Pastinachus stellurostris","Dasyatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes"
"17926",50911,"Pellona",NA,0,0,"pelagic","Pellona altamazonica","Pristigasteridae","Clupeiformes","Teleostei","Osteichthyes"
"17927",1639,"Pellona",NA,1,0,"pelagic","Pellona castelnaeana","Pristigasteridae","Clupeiformes","Teleostei","Osteichthyes"
"17928",1641,"Pellona",NA,1,1,"pelagic","Pellona ditchela","Pristigasteridae","Clupeiformes","Teleostei","Osteichthyes"
"17929",1642,"Pellona",NA,1,0,"pelagic","Pellona flavipinnis","Pristigasteridae","Clupeiformes","Teleostei","Osteichthyes"
"17930",1536,"Pellonula",NA,1,1,"pelagic","Pellonula leonensis","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes"
"17931",1537,"Pellonula",NA,1,1,"pelagic","Pellonula vorax","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes"
"17932",8414,"Periophthalmodon","Periophthalminae",1,1,"demersal","Periophthalmodon schlosseri","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"17933",25083,"Periophthalmodon","Periophthalminae",1,0,"demersal","Periophthalmodon septemradiatus","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"17934",7480,"Periophthalmus","Periophthalminae",1,1,"benthopelagic","Periophthalmus argentilineatus","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"17935",12803,"Periophthalmus","Periophthalminae",1,1,"benthopelagic","Periophthalmus barbarus","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"17936",64124,"Periophthalmus","Periophthalminae",1,0,"demersal","Periophthalmus darwini","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"17937",60009,"Periophthalmus","Periophthalminae",0,0,"demersal","Periophthalmus magnuspinnatus","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"17938",7484,"Periophthalmus","Periophthalminae",1,1,"demersal","Periophthalmus malaccensis","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"17939",54509,"Periophthalmus","Periophthalminae",1,1,"demersal","Periophthalmus modestus","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"17940",26515,"Periophthalmus","Periophthalminae",1,0,"demersal","Periophthalmus novaeguineaensis","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"17941",57510,"Periophthalmus","Periophthalminae",1,0,"demersal","Periophthalmus spilotus","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"17942",61443,"Periophthalmus","Periophthalminae",1,0,"demersal","Periophthalmus walailakae","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"17943",46408,"Periophthalmus","Periophthalminae",1,1,"demersal","Periophthalmus waltoni","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"17944",25254,"Periophthalmus","Periophthalminae",1,0,"demersal","Periophthalmus weberi","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"17945",2530,"Petromyzon","Petromyzontinae",1,1,"demersal","Petromyzon marinus","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha"
"17946",251,"Plecoglossus",NA,1,1,"demersal","Plecoglossus altivelis","Plecoglossidae","Osmeriformes","Teleostei","Osteichthyes"
"17947",8055,"Pisodonophis","Ophichthinae",1,1,"demersal","Pisodonophis boro","Ophichthidae","Anguilliformes","Teleostei","Osteichthyes"
"17948",8054,"Pisodonophis","Ophichthinae",1,1,"benthopelagic","Pisodonophis cancrivorus","Ophichthidae","Anguilliformes","Teleostei","Osteichthyes"
"17949",61192,"Pisodonophis","Ophichthinae",1,1,"demersal","Pisodonophis hijala","Ophichthidae","Anguilliformes","Teleostei","Osteichthyes"
"17950",17333,"Pisodonophis","Ophichthinae",1,0,"demersal","Pisodonophis hypselopterus","Ophichthidae","Anguilliformes","Teleostei","Osteichthyes"
"17951",1287,"Plicofollis","Ariinae",1,1,"demersal","Plicofollis dussumieri","Ariidae","Siluriformes","Teleostei","Osteichthyes"
"17952",26914,"Plicofollis","Ariinae",0,0,"demersal","Plicofollis magatensis","Ariidae","Siluriformes","Teleostei","Osteichthyes"
"17953",1293,"Plicofollis","Ariinae",1,1,"demersal","Plicofollis polystaphylodon","Ariidae","Siluriformes","Teleostei","Osteichthyes"
"17954",8167,"Plotosus",NA,1,1,"demersal","Plotosus canius","Plotosidae","Siluriformes","Teleostei","Osteichthyes"
"17955",5516,"Plotosus",NA,1,1,"demersal","Plotosus limbatus","Plotosidae","Siluriformes","Teleostei","Osteichthyes"
"17956",7900,"Plotosus",NA,1,1,"demersal","Plotosus nkunga","Plotosidae","Siluriformes","Teleostei","Osteichthyes"
"17957",12098,"Plotosus",NA,0,0,"demersal","Plotosus papuensis","Plotosidae","Siluriformes","Teleostei","Osteichthyes"
"17958",9984,"Porogobius","Gobiinae",1,1,"demersal","Porogobius schlegelii","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17959",399,"Pomadasys","Haemulinae",1,1,"demersal","Pomadasys argenteus","Haemulidae","Eupercaria","Teleostei","Osteichthyes"
"17960",13737,"Pomadasys","Haemulinae",1,1,"benthopelagic","Pomadasys empherus","Haemulidae","Eupercaria","Teleostei","Osteichthyes"
"17961",4708,"Pomadasys","Haemulinae",1,1,"demersal","Pomadasys jubelini","Haemulidae","Eupercaria","Teleostei","Osteichthyes"
"17962",68670,"Pomatoschistus","Gobionellinae",1,0,"pelagic","Pomatoschistus anatoliae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17963",9191,"Pomatoschistus","Gobionellinae",1,1,"demersal","Pomatoschistus marmoratus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17964",1344,"Pomatoschistus","Gobionellinae",1,1,"demersal","Pomatoschistus microps","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17965",63745,"Pomatoschistus","Gobionellinae",0,0,"benthopelagic","Pomatoschistus montenegrensis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17966",2546,"Pristis",NA,1,1,"demersal","Pristis microdon","Pristidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes"
"17967",2057,"Pristis",NA,1,1,"demersal","Pristis pectinata","Pristidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes"
"17968",51176,"Pristis",NA,1,1,"benthopelagic","Pristis perotteti","Pristidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes"
"17969",8940,"Pristis",NA,1,1,"demersal","Pristis pristis","Pristidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes"
"17970",7956,"Pristis",NA,1,1,"demersal","Pristis zijsron","Pristidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes"
"17971",12020,"Proterorhinus","Gobiinae",1,1,"demersal","Proterorhinus marmoratus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17972",65589,"Proterorhinus","Gobiinae",1,0,"demersal","Proterorhinus nasalis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17973",65128,"Proterorhinus","Gobiinae",1,0,"benthopelagic","Proterorhinus semilunaris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17974",48272,"Proterorhinus","Gobiinae",0,0,"demersal","Proterorhinus semipellucidus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17975",64103,"Proterorhinus","Gobiinae",1,0,"demersal","Proterorhinus tataricus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17976",60010,"Protosalanx",NA,0,0,"demersal","Protosalanx chinensis","Salangidae","Osmeriformes","Teleostei","Osteichthyes"
"17977",12236,"Protosalanx",NA,1,1,"demersal","Protosalanx hyalocranius","Salangidae","Osmeriformes","Teleostei","Osteichthyes"
"17978",6199,"Prototroctes","Prototroctinae",1,1,"demersal","Prototroctes maraena","Retropinnidae","Osmeriformes","Teleostei","Osteichthyes"
"17979",6200,"Prototroctes","Prototroctinae",1,0,"benthopelagic","Prototroctes oxyrhynchus","Retropinnidae","Osmeriformes","Teleostei","Osteichthyes"
"17980",9946,"Psammogobius","Gobiinae",1,1,"benthopelagic","Psammogobius biocellatus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17981",9985,"Psammogobius","Gobiinae",1,0,"demersal","Psammogobius knysnaensis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17982",4513,"Psephurus",NA,1,1,"demersal","Psephurus gladius","Polyodontidae","Acipenseriformes","Chondrostei","Osteichthyes"
"17983",47843,"Pseudaspius","Pseudaspininae",1,1,"demersal","Pseudaspius brandtii","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"17984",23622,"Pseudaspius","Pseudaspininae",1,0,"benthopelagic","Pseudaspius hakonensis","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"17985",46597,"Pseudaspius","Pseudaspininae",0,0,"benthopelagic","Pseudaspius leptocephalus","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"17986",60022,"Pseudaspius","Pseudaspininae",0,0,"benthopelagic","Pseudaspius nakamurai","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"17987",23619,"Pseudaspius","Pseudaspininae",1,1,"benthopelagic","Pseudaspius sachalinensis","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"17988",67522,"Pseudogobius","Gobionellinae",1,0,"demersal","Pseudogobius taijiangensis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17989",63404,"Pungitius",NA,0,0,"demersal","Pungitius bussei","Gasterosteidae","Perciformes","Teleostei","Osteichthyes"
"17990",27420,"Pseudogobius","Gobionellinae",1,0,"benthopelagic","Pseudogobius avicennia","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17991",69766,"Pseudogobius","Gobionellinae",1,0,"demersal","Pseudogobius cinctus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17992",67521,"Pseudogobius","Gobionellinae",1,0,"demersal","Pseudogobius fulvicaudus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17993",69768,"Pseudogobius","Gobionellinae",1,0,"demersal","Pseudogobius hoesei","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17994",69769,"Pseudogobius","Gobionellinae",1,0,"demersal","Pseudogobius jeffi","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17995",59873,"Pseudogobius","Gobionellinae",1,1,"demersal","Pseudogobius melanosticta","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17996",25249,"Pseudogobius","Gobionellinae",1,0,"demersal","Pseudogobius minimus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17997",22786,"Pseudogobius","Gobionellinae",1,0,"demersal","Pseudogobius olorum","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17998",25093,"Pseudogobius","Gobionellinae",1,1,"demersal","Pseudogobius poicilosoma","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"17999",10540,"Pungitius",NA,0,0,"benthopelagic","Pungitius hellenicus","Gasterosteidae","Perciformes","Teleostei","Osteichthyes"
"18000",48259,"Pungitius",NA,1,1,"benthopelagic","Pungitius laevis","Gasterosteidae","Perciformes","Teleostei","Osteichthyes"
"18001",69517,"Pungitius",NA,0,0,"benthopelagic","Pungitius modestus","Gasterosteidae","Perciformes","Teleostei","Osteichthyes"
"18002",22914,"Pungitius",NA,1,1,"benthopelagic","Pungitius platygaster","Gasterosteidae","Perciformes","Teleostei","Osteichthyes"
"18003",3273,"Pungitius",NA,1,1,"benthopelagic","Pungitius pungitius","Gasterosteidae","Perciformes","Teleostei","Osteichthyes"
"18004",24828,"Pungitius",NA,1,1,"benthopelagic","Pungitius sinensis","Gasterosteidae","Perciformes","Teleostei","Osteichthyes"
"18005",66132,"Pungitius",NA,0,0,"benthopelagic","Pungitius stenurus","Gasterosteidae","Perciformes","Teleostei","Osteichthyes"
"18006",25094,"Redigobius","Gobionellinae",1,0,"benthopelagic","Redigobius amblyrhynchus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"18007",11703,"Redigobius","Gobionellinae",1,0,"demersal","Redigobius balteatops","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"18008",11817,"Redigobius","Gobionellinae",1,1,"benthopelagic","Redigobius balteatus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"18009",11818,"Redigobius","Gobionellinae",1,1,"benthopelagic","Redigobius bikolanus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"18010",25095,"Redigobius","Gobionellinae",1,0,"benthopelagic","Redigobius chrysosoma","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"18011",6346,"Redigobius","Gobionellinae",1,0,"benthopelagic","Redigobius dewaali","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"18012",25096,"Redigobius","Gobionellinae",1,1,"benthopelagic","Redigobius dispar","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"18013",65744,"Redigobius","Gobionellinae",0,0,"demersal","Redigobius lekutu","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"18014",56980,"Redigobius","Gobionellinae",1,1,"benthopelagic","Redigobius macrostoma","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"18015",65745,"Redigobius","Gobionellinae",1,0,"demersal","Redigobius nanus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"18016",66716,"Redigobius","Gobionellinae",0,0,"demersal","Redigobius oyensi","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"18017",23612,"Pungitius",NA,0,0,"benthopelagic","Pungitius tymensis","Gasterosteidae","Perciformes","Teleostei","Osteichthyes"
"18018",69629,"Pungitius",NA,0,0,"benthopelagic","Pungitius vulgaris","Gasterosteidae","Perciformes","Teleostei","Osteichthyes"
"18019",25090,"Redigobius","Gobionellinae",0,0,"demersal","Redigobius penango","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"18020",25101,"Redigobius","Gobionellinae",1,1,"benthopelagic","Redigobius tambujon","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"18021",899,"Rhizoprionodon",NA,1,1,"benthopelagic","Rhizoprionodon acutus","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"18022",903,"Rhizoprionodon",NA,1,1,"benthopelagic","Rhizoprionodon porosus","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"18023",6412,"Rhonciscus","Haemulinae",1,1,"benthopelagic","Rhonciscus bayanus","Haemulidae","Eupercaria","Teleostei","Osteichthyes"
"18024",1147,"Rhonciscus","Haemulinae",1,1,"demersal","Rhonciscus crocro","Haemulidae","Eupercaria","Teleostei","Osteichthyes"
"18025",4435,"Rhyacichthys",NA,1,1,"demersal","Rhyacichthys aspro","Rhyacichthyidae","Gobiiformes","Teleostei","Osteichthyes"
"18026",27291,"Rhyacichthys",NA,1,1,"demersal","Rhyacichthys guilberti","Rhyacichthyidae","Gobiiformes","Teleostei","Osteichthyes"
"18027",68424,"Schismatogobius","Gobionellinae",0,0,"demersal","Schismatogobius risdawatiae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"18028",23652,"Schismatogobius","Gobionellinae",0,0,"demersal","Schismatogobius roxasi","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"18029",69757,"Schismatogobius","Gobionellinae",0,0,"benthopelagic","Schismatogobius sapoliensis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"18030",68422,"Schismatogobius","Gobionellinae",0,0,"demersal","Schismatogobius saurii","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"18031",68617,"Schismatogobius","Gobionellinae",0,0,"demersal","Schismatogobius tiola","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"18032",68615,"Schismatogobius","Gobionellinae",0,0,"demersal","Schismatogobius tuimanua","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"18033",61936,"Schismatogobius","Gobionellinae",0,0,"benthopelagic","Schismatogobius vanuatuensis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"18034",62270,"Schismatogobius","Gobionellinae",0,0,"demersal","Schismatogobius vitiensis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"18035",12238,"Salangichthys",NA,1,1,"demersal","Salangichthys microdon","Salangidae","Osmeriformes","Teleostei","Osteichthyes"
"18036",22672,"Salanx",NA,1,1,"demersal","Salanx ariakensis","Salangidae","Osmeriformes","Teleostei","Osteichthyes"
"18037",12239,"Salanx",NA,1,1,"demersal","Salanx chinensis","Salangidae","Osmeriformes","Teleostei","Osteichthyes"
"18038",12240,"Salanx",NA,1,1,"demersal","Salanx cuvieri","Salangidae","Osmeriformes","Teleostei","Osteichthyes"
"18039",47139,"Salanx",NA,1,1,"demersal","Salanx prognathus","Salangidae","Osmeriformes","Teleostei","Osteichthyes"
"18040",66450,"Salmo","Salmoninae",1,1,"pelagic","Salmo abanticus","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18041",62271,"Salmo","Salmoninae",0,0,"benthopelagic","Salmo akairos","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18042",49291,"Salmo","Salmoninae",0,0,"demersal","Salmo aphelios","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18043",49292,"Salmo","Salmoninae",0,0,"demersal","Salmo balcanicus","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18044",46490,"Salmo","Salmoninae",0,0,"demersal","Salmo carpio","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18045",66449,"Salmo","Salmoninae",1,1,"pelagic","Salmo caspius","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18046",65590,"Salmo","Salmoninae",0,0,"benthopelagic","Salmo cenerinus","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18047",49461,"Salmo","Salmoninae",0,0,"demersal","Salmo cettii","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18048",67603,"Salmo","Salmoninae",0,0,"benthopelagic","Salmo chilo","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18049",65603,"Salmo","Salmoninae",0,0,"benthopelagic","Salmo ciscaucasicus","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18050",65601,"Salmo","Salmoninae",0,0,"benthopelagic","Salmo coruhensis","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18051",46492,"Salmo","Salmoninae",0,0,"demersal","Salmo dentex","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18052",67607,"Salmo","Salmoninae",0,0,"benthopelagic","Salmo euphrataeus","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18053",60111,"Salmo","Salmoninae",0,0,"benthopelagic","Salmo ezenami","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18054",65281,"Salmo","Salmoninae",0,0,"benthopelagic","Salmo farioides","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18055",49294,"Salmo","Salmoninae",0,0,"demersal","Salmo ferox","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18056",26969,"Salmo","Salmoninae",0,0,"benthopelagic","Salmo fibreni","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18057",4792,"Salmo","Salmoninae",0,0,"demersal","Salmo ischchan","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18058",67602,"Salmo","Salmoninae",0,0,"benthopelagic","Salmo kottelati","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18059",67604,"Salmo","Salmoninae",0,0,"benthopelagic","Salmo labecula","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18060",48205,"Salmo","Salmoninae",1,1,"demersal","Salmo labrax","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18061",6423,"Salmo","Salmoninae",0,0,"benthopelagic","Salmo letnica","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18062",65956,"Salmo","Salmoninae",0,0,"pelagic","Salmo lourosensis","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18063",49297,"Salmo","Salmoninae",0,0,"demersal","Salmo lumi","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18064",49325,"Salmo","Salmoninae",0,0,"benthopelagic","Salmo macedonicus","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18065",4879,"Salmo","Salmoninae",1,1,"benthopelagic","Salmo macrostigma","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18066",46498,"Salmo","Salmoninae",0,0,"demersal","Salmo marmoratus","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18067",65596,"Salmo","Salmoninae",0,0,"benthopelagic","Salmo montenigrinus","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18068",67944,"Salmo","Salmoninae",0,0,"pelagic","Salmo multipunctatus","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18069",49326,"Salmo","Salmoninae",0,0,"demersal","Salmo nigripinnis","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18070",6210,"Salmo","Salmoninae",0,0,"benthopelagic","Salmo obtusirostris","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18071",46506,"Salmo","Salmoninae",0,0,"demersal","Salmo ohridanus","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18072",67606,"Salmo","Salmoninae",0,0,"benthopelagic","Salmo okumusi","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18073",67605,"Salmo","Salmoninae",0,0,"benthopelagic","Salmo opimus","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18074",61455,"Salmo","Salmoninae",0,0,"pelagic","Salmo pallaryi","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18075",49539,"Salmo","Salmoninae",0,0,"benthopelagic","Salmo pelagonicus","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18076",68960,"Salmo","Salmoninae",0,0,"benthopelagic","Salmo pellegrini","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18077",49327,"Salmo","Salmoninae",0,0,"demersal","Salmo peristericus","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18078",6209,"Salmo","Salmoninae",0,0,"benthopelagic","Salmo platycephalus","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18079",49328,"Salmo","Salmoninae",0,0,"demersal","Salmo rhodanensis","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
"18080",65598,"Salmo","Salmoninae",0,0,"benthopelagic","Salmo rizeensis","Salmonidae","Salmoniformes","Teleostei","Osteichthyes"
