"","X.x","Ref","OxygenCons","Weight","Temperature","SpecCode.x","MetabolicLevel","AppliedStress","OxygenRefNo","Genus.x","Subfamily.x","Brack.x","Saltwater.x","DemersPelag.x","Species","Family.x","Order.x","Class.x","SuperClass.x","X.y","SpecCode.y","Genus.y","Subfamily.y","Brack.y","Saltwater.y","DemersPelag.y","Family.y","Order.y","Class.y","SuperClass.y","c_mm","eps_mm"
"92",92,"fishbase",6.0716,0.0353,30,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",93,"fishbase",2.25526,0.0362,16,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",94,"fishbase",3.12406,0.0362,19,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",95,"fishbase",10.1269,0.0391,32,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",96,"fishbase",8.4348,0.0396,25.3,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",97,"fishbase",11.4114,0.0399,32,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",98,"fishbase",5.075,0.0406,22,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",99,"fishbase",8.7768,0.0414,28,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",100,"fishbase",10.032,0.0418,32,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",101,"fishbase",6.541,0.0422,25,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",102,"fishbase",9.0915,0.0435,28,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",103,"fishbase",2.38656,0.0452,16,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",104,"fishbase",3.358,0.046,19,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",105,"fishbase",12.462,0.0465,32,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",106,"fishbase",4.11626,0.047,15,3,"standard","none specified",85173,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",107,"fishbase",2.43742,0.047,16,3,"standard","none specified",85173,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",108,"fishbase",3.15182,0.047,19,3,"standard","none specified",85173,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",109,"fishbase",8.15967,0.047,20,3,"standard","none specified",85173,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",110,"fishbase",4.7,0.047,22,3,"standard","none specified",85173,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",111,"fishbase",6.49493,0.047,25,3,"standard","none specified",85173,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",112,"fishbase",13.35364,0.047,25,3,"standard","none specified",85173,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",113,"fishbase",7.77474,0.047,28,3,"standard","none specified",85173,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",114,"fishbase",19.29302953,0.047,30,3,"standard","none specified",85173,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",115,"fishbase",11.18270953,0.047,32,3,"standard","none specified",85173,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",116,"fishbase",11.82661,0.047,34,3,"standard","none specified",85173,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",117,"fishbase",28.43876094,0.047,35,3,"standard","none specified",85173,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",118,"fishbase",13.68593,0.047,37,3,"standard","none specified",85173,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",119,"fishbase",27.13920953,0.047,40,3,"standard","none specified",85173,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",120,"fishbase",10.1436,0.0474,28,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",121,"fishbase",10.7263,0.0481,25.3,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",122,"fishbase",5.0715,0.0483,22,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",123,"fishbase",11.8286,0.0497,32,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",124,"fishbase",2.73055,0.0563,16,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",125,"fishbase",3.77773,0.0563,19,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",126,"fishbase",5.28601,0.0569,22,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",127,"fishbase",7.8064,0.0574,25,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",128,"fishbase",10.2172,0.0574,28,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",129,"fishbase",6.0496,0.0608,22,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",130,"fishbase",7.1744,0.0608,25,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",131,"fishbase",3.069,0.062,16,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",132,"fishbase",3.7262,0.062,19,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",133,"fishbase",10.586,0.067,28,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",134,"fishbase",7.5712,0.0676,25,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",135,"fishbase",5.68256,0.0683,22,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",136,"fishbase",11.4061,0.0683,28,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",137,"fishbase",15.6168,0.0723,32,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",138,"fishbase",9.7726,0.0746,25.3,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",139,"fishbase",11.8614,0.0746,25.3,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",140,"fishbase",3.67996,0.0788,16,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",141,"fishbase",4.91132,0.0796,19,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",142,"fishbase",8.9152,0.0796,25,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",143,"fishbase",15.92,0.0796,32,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",144,"fishbase",12.5705,0.0811,28,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",145,"fishbase",6.68216,0.0827,22,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",146,"fishbase",5.09016,0.1002,19,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",147,"fishbase",3.88608,0.1012,16,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",148,"fishbase",11.664,0.108,25,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",149,"fishbase",20.088,0.108,32,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",150,"fishbase",8.4366,0.109,22,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",151,"fishbase",15.587,0.109,28,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",152,"fishbase",6.9355,0.143,19,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",153,"fishbase",5.28138,0.1443,16,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",154,"fishbase",14.6706,0.147,25,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",155,"fishbase",17.787,0.147,28,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",156,"fishbase",24.108,0.147,32,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",157,"fishbase",9.6,0.15,22,3,"routine","none specified",2120,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis mossambicus","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",158,"fishbase",0.06752,2e-05,23,7,"routine","none specified",2120,"Coryphaena",NA,0,1,"pelagic","Coryphaena equiselis","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",4125,7,"Coryphaena",NA,0,1,"pelagic","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",18.6816483393707,0.44551513341819
"159",159,"fishbase",0.09182,2e-05,23,7,"routine","none specified",2120,"Coryphaena",NA,0,1,"pelagic","Coryphaena equiselis","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",4125,7,"Coryphaena",NA,0,1,"pelagic","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",18.6816483393707,0.44551513341819
"160",160,"fishbase",0.04266,3e-05,23,7,"routine","none specified",2120,"Coryphaena",NA,0,1,"pelagic","Coryphaena equiselis","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",4125,7,"Coryphaena",NA,0,1,"pelagic","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",18.6816483393707,0.44551513341819
"161",161,"fishbase",0.05841,3e-05,23,7,"routine","none specified",2120,"Coryphaena",NA,0,1,"pelagic","Coryphaena equiselis","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",4125,7,"Coryphaena",NA,0,1,"pelagic","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",18.6816483393707,0.44551513341819
"162",162,"fishbase",0.07629,3e-05,23,7,"routine","none specified",2120,"Coryphaena",NA,0,1,"pelagic","Coryphaena equiselis","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",4125,7,"Coryphaena",NA,0,1,"pelagic","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",18.6816483393707,0.44551513341819
"163",163,"fishbase",0.12717,3e-05,23,7,"routine","none specified",2120,"Coryphaena",NA,0,1,"pelagic","Coryphaena equiselis","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",4125,7,"Coryphaena",NA,0,1,"pelagic","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",18.6816483393707,0.44551513341819
"164",164,"fishbase",0.15384,3e-05,23,7,"routine","none specified",2120,"Coryphaena",NA,0,1,"pelagic","Coryphaena equiselis","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",4125,7,"Coryphaena",NA,0,1,"pelagic","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",18.6816483393707,0.44551513341819
"165",165,"fishbase",0.15435,3e-05,23,7,"routine","none specified",2120,"Coryphaena",NA,0,1,"pelagic","Coryphaena equiselis","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",4125,7,"Coryphaena",NA,0,1,"pelagic","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",18.6816483393707,0.44551513341819
"166",166,"fishbase",0.17637,3e-05,23,7,"routine","none specified",2120,"Coryphaena",NA,0,1,"pelagic","Coryphaena equiselis","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",4125,7,"Coryphaena",NA,0,1,"pelagic","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",18.6816483393707,0.44551513341819
"167",167,"fishbase",0.18024,3e-05,23,7,"routine","none specified",2120,"Coryphaena",NA,0,1,"pelagic","Coryphaena equiselis","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",4125,7,"Coryphaena",NA,0,1,"pelagic","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",18.6816483393707,0.44551513341819
"168",168,"fishbase",0.19845,3e-05,23,7,"routine","none specified",2120,"Coryphaena",NA,0,1,"pelagic","Coryphaena equiselis","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",4125,7,"Coryphaena",NA,0,1,"pelagic","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",18.6816483393707,0.44551513341819
"169",169,"fishbase",0.20217,3e-05,23,7,"routine","none specified",2120,"Coryphaena",NA,0,1,"pelagic","Coryphaena equiselis","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",4125,7,"Coryphaena",NA,0,1,"pelagic","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",18.6816483393707,0.44551513341819
"170",170,"fishbase",0.2064,3e-05,23,7,"routine","none specified",2120,"Coryphaena",NA,0,1,"pelagic","Coryphaena equiselis","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",4125,7,"Coryphaena",NA,0,1,"pelagic","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",18.6816483393707,0.44551513341819
"171",171,"fishbase",0.23202,3e-05,23,7,"routine","none specified",2120,"Coryphaena",NA,0,1,"pelagic","Coryphaena equiselis","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",4125,7,"Coryphaena",NA,0,1,"pelagic","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",18.6816483393707,0.44551513341819
"172",172,"fishbase",0.27549,3e-05,23,7,"routine","none specified",2120,"Coryphaena",NA,0,1,"pelagic","Coryphaena equiselis","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",4125,7,"Coryphaena",NA,0,1,"pelagic","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",18.6816483393707,0.44551513341819
"173",173,"fishbase",0.14252,4e-05,23,7,"routine","none specified",2120,"Coryphaena",NA,0,1,"pelagic","Coryphaena equiselis","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",4125,7,"Coryphaena",NA,0,1,"pelagic","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",18.6816483393707,0.44551513341819
"174",174,"fishbase",0.17492,4e-05,23,7,"routine","none specified",2120,"Coryphaena",NA,0,1,"pelagic","Coryphaena equiselis","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",4125,7,"Coryphaena",NA,0,1,"pelagic","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",18.6816483393707,0.44551513341819
"175",175,"fishbase",0.28212,4e-05,23,7,"routine","none specified",2120,"Coryphaena",NA,0,1,"pelagic","Coryphaena equiselis","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",4125,7,"Coryphaena",NA,0,1,"pelagic","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",18.6816483393707,0.44551513341819
"176",176,"fishbase",0.1919,5e-05,23,7,"routine","none specified",2120,"Coryphaena",NA,0,1,"pelagic","Coryphaena equiselis","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",4125,7,"Coryphaena",NA,0,1,"pelagic","Coryphaenidae","Carangiformes","Teleostei","Osteichthyes",18.6816483393707,0.44551513341819
