"","Ref","OxygenCons","Weight","Temperature","SpecCode","MetabolicLevel","AppliedStress","OxygenRefNo","Genus","Subfamily","Brack","Saltwater","DemersPelag","Species","Family","Order","Class","SuperClass"
"2706","fishbase",15.86,0.122,30.5,4494,"routine","none specified",2120,"Cirrhinus","Labeoninae",1,0,"benthopelagic","Cirrhinus cirrhosus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2707","fishbase",9.7625,0.125,21.5,4494,"routine","none specified",2120,"Cirrhinus","Labeoninae",1,0,"benthopelagic","Cirrhinus cirrhosus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2708","fishbase",10.3815,0.135,21.5,4494,"routine","none specified",2120,"Cirrhinus","Labeoninae",1,0,"benthopelagic","Cirrhinus cirrhosus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2709","fishbase",17.28,0.135,30.5,4494,"routine","none specified",2120,"Cirrhinus","Labeoninae",1,0,"benthopelagic","Cirrhinus cirrhosus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2710","fishbase",10.8062,0.142,21.5,4494,"routine","none specified",2120,"Cirrhinus","Labeoninae",1,0,"benthopelagic","Cirrhinus cirrhosus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2711","fishbase",18.034,0.142,30.5,4494,"routine","none specified",2120,"Cirrhinus","Labeoninae",1,0,"benthopelagic","Cirrhinus cirrhosus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2712","fishbase",11.2346,0.149,21.5,4494,"routine","none specified",2120,"Cirrhinus","Labeoninae",1,0,"benthopelagic","Cirrhinus cirrhosus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2713","fishbase",18.625,0.149,30.5,4494,"routine","none specified",2120,"Cirrhinus","Labeoninae",1,0,"benthopelagic","Cirrhinus cirrhosus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2714","fishbase",19.22,0.155,30.5,4494,"routine","none specified",2120,"Cirrhinus","Labeoninae",1,0,"benthopelagic","Cirrhinus cirrhosus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2715","fishbase",19.375,0.155,30.5,4494,"standard","none specified",2120,"Cirrhinus","Labeoninae",1,0,"benthopelagic","Cirrhinus cirrhosus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2716","fishbase",11.872,0.16,21.5,4494,"routine","none specified",2120,"Cirrhinus","Labeoninae",1,0,"benthopelagic","Cirrhinus cirrhosus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2717","fishbase",11.888,0.16,21.5,4494,"routine","none specified",2120,"Cirrhinus","Labeoninae",1,0,"benthopelagic","Cirrhinus cirrhosus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2718","fishbase",19.84,0.16,30.5,4494,"routine","none specified",2120,"Cirrhinus","Labeoninae",1,0,"benthopelagic","Cirrhinus cirrhosus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2719","fishbase",13.068,0.18,21.5,4494,"routine","none specified",2120,"Cirrhinus","Labeoninae",1,0,"benthopelagic","Cirrhinus cirrhosus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2720","fishbase",21.78,0.18,30.5,4494,"routine","none specified",2120,"Cirrhinus","Labeoninae",1,0,"benthopelagic","Cirrhinus cirrhosus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2721","fishbase",22.14,0.18,30.5,4494,"standard","none specified",2120,"Cirrhinus","Labeoninae",1,0,"benthopelagic","Cirrhinus cirrhosus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2722","fishbase",22.14,0.18,30.5,4494,"routine","none specified",2120,"Cirrhinus","Labeoninae",1,0,"benthopelagic","Cirrhinus cirrhosus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2723","fishbase",14.0778,0.198,21.5,4494,"routine","none specified",2120,"Cirrhinus","Labeoninae",1,0,"benthopelagic","Cirrhinus cirrhosus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2724","fishbase",15.5456,0.224,21.5,4494,"routine","none specified",2120,"Cirrhinus","Labeoninae",1,0,"benthopelagic","Cirrhinus cirrhosus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2725","fishbase",25.984,0.224,30.5,4494,"routine","none specified",2120,"Cirrhinus","Labeoninae",1,0,"benthopelagic","Cirrhinus cirrhosus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2726","fishbase",16.7526,0.246,21.5,4494,"routine","none specified",2120,"Cirrhinus","Labeoninae",1,0,"benthopelagic","Cirrhinus cirrhosus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2727","fishbase",28.044,0.246,30.5,4494,"routine","none specified",2120,"Cirrhinus","Labeoninae",1,0,"benthopelagic","Cirrhinus cirrhosus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2728","fishbase",59.6796,1.213,21.5,4494,"routine","none specified",2120,"Cirrhinus","Labeoninae",1,0,"benthopelagic","Cirrhinus cirrhosus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2729","fishbase",102.4985,1.213,30.5,4494,"routine","none specified",2120,"Cirrhinus","Labeoninae",1,0,"benthopelagic","Cirrhinus cirrhosus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2730","fishbase",82.4913,1.821,21.5,4494,"routine","none specified",2120,"Cirrhinus","Labeoninae",1,0,"benthopelagic","Cirrhinus cirrhosus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2731","fishbase",142.4022,1.821,30.5,4494,"routine","none specified",2120,"Cirrhinus","Labeoninae",1,0,"benthopelagic","Cirrhinus cirrhosus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2732","fishbase",31.16,0.205,20.7,4604,"routine","none specified",2093,"Acipenser","Acipenserinae",1,0,"demersal","Acipenser ruthenus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
"2733","fishbase",9.0042,0.258,20,4604,"routine","none specified",2093,"Acipenser","Acipenserinae",1,0,"demersal","Acipenser ruthenus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
"2734","fishbase",20.09,0.287,10,4604,"routine","none specified",2093,"Acipenser","Acipenserinae",1,0,"demersal","Acipenser ruthenus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
"2735","fishbase",24.8368,0.304,6.5,4604,"routine","none specified",2093,"Acipenser","Acipenserinae",1,0,"demersal","Acipenser ruthenus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
"2736","fishbase",3.582,0.00995,16.5,4662,"routine","none specified",2093,"Leuciscus","Leuciscinae",1,0,"benthopelagic","Leuciscus leuciscus","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"2796","fishbase",7.03,0.074,20,3516,"routine","none specified",2120,"Sander","Luciopercinae",1,0,"benthopelagic","Sander vitreus","Percidae","Perciformes/Percoidei","Teleostei","Osteichthyes"
"2797","fishbase",11.798,0.17,20,3516,"routine","none specified",2120,"Sander","Luciopercinae",1,0,"benthopelagic","Sander vitreus","Percidae","Perciformes/Percoidei","Teleostei","Osteichthyes"
"2798","fishbase",12.036,0.17,20,3516,"routine","none specified",2120,"Sander","Luciopercinae",1,0,"benthopelagic","Sander vitreus","Percidae","Perciformes/Percoidei","Teleostei","Osteichthyes"
"2799","fishbase",14.943,0.17,23,3516,"routine","none specified",2120,"Sander","Luciopercinae",1,0,"benthopelagic","Sander vitreus","Percidae","Perciformes/Percoidei","Teleostei","Osteichthyes"
"2800","fishbase",13.1225,0.181,20,3516,"routine","none specified",2120,"Sander","Luciopercinae",1,0,"benthopelagic","Sander vitreus","Percidae","Perciformes/Percoidei","Teleostei","Osteichthyes"
"2801","fishbase",13.1587,0.181,20,3516,"routine","none specified",2120,"Sander","Luciopercinae",1,0,"benthopelagic","Sander vitreus","Percidae","Perciformes/Percoidei","Teleostei","Osteichthyes"
"2802","fishbase",16.6701,0.181,23,3516,"routine","none specified",2120,"Sander","Luciopercinae",1,0,"benthopelagic","Sander vitreus","Percidae","Perciformes/Percoidei","Teleostei","Osteichthyes"
"2803","fishbase",18.6531,0.291,20,3516,"routine","none specified",2120,"Sander","Luciopercinae",1,0,"benthopelagic","Sander vitreus","Percidae","Perciformes/Percoidei","Teleostei","Osteichthyes"
"2804","fishbase",28.21,0.364,20,3516,"routine","none specified",2120,"Sander","Luciopercinae",1,0,"benthopelagic","Sander vitreus","Percidae","Perciformes/Percoidei","Teleostei","Osteichthyes"
"2805","fishbase",32.1929,0.493,20,3516,"routine","none specified",2120,"Sander","Luciopercinae",1,0,"benthopelagic","Sander vitreus","Percidae","Perciformes/Percoidei","Teleostei","Osteichthyes"
"2806","fishbase",36.9215,0.539,20,3516,"routine","none specified",2120,"Sander","Luciopercinae",1,0,"benthopelagic","Sander vitreus","Percidae","Perciformes/Percoidei","Teleostei","Osteichthyes"
"2807","fishbase",49.539,0.674,20,3516,"routine","none specified",2120,"Sander","Luciopercinae",1,0,"benthopelagic","Sander vitreus","Percidae","Perciformes/Percoidei","Teleostei","Osteichthyes"
"2811","fishbase",0.029578,2.3e-05,20,4712,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser gueldenstaedtii","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
"2812","fishbase",0.1077,3e-04,18,4712,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser gueldenstaedtii","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
"2813","fishbase",0.1815,3e-04,25,4712,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser gueldenstaedtii","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
"2814","fishbase",0.275063,0.000467,20,4712,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser gueldenstaedtii","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
"2815","fishbase",3.4,0.0125,18,4712,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser gueldenstaedtii","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
"2816","fishbase",6.575,0.0125,25,4712,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser gueldenstaedtii","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
"2817","fishbase",9.5568,0.0543,21,4712,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser gueldenstaedtii","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
"2818","fishbase",14.4768,0.208,18,4712,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser gueldenstaedtii","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
"2851","fishbase",0.56964,0.00202,18,4730,"routine","none specified",2093,"Alburnus","Leuciscinae",1,0,"benthopelagic","Alburnus alburnus","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"2852","fishbase",0.72,0.009,8,4730,"routine","none specified",2203,"Alburnus","Leuciscinae",1,0,"benthopelagic","Alburnus alburnus","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"2853","fishbase",1.749,0.011,13,4730,"routine","none specified",2203,"Alburnus","Leuciscinae",1,0,"benthopelagic","Alburnus alburnus","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"2854","fishbase",2.496,0.013,17,4730,"routine","none specified",2203,"Alburnus","Leuciscinae",1,0,"benthopelagic","Alburnus alburnus","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"2903","fishbase",0.1978,0.00043,20,4813,"routine","none specified",2120,"Aphaniops",NA,1,1,"benthopelagic","Aphaniops dispar","Aphaniidae","Cyprinodontiformes","Teleostei","Osteichthyes"
"2904","fishbase",0.27979,0.00049,20,4813,"routine","none specified",2120,"Aphaniops",NA,1,1,"benthopelagic","Aphaniops dispar","Aphaniidae","Cyprinodontiformes","Teleostei","Osteichthyes"
"2905","fishbase",0.18704,0.00056,17,4813,"routine","none specified",2120,"Aphaniops",NA,1,1,"benthopelagic","Aphaniops dispar","Aphaniidae","Cyprinodontiformes","Teleostei","Osteichthyes"
"2906","fishbase",0.2766,6e-04,20,4813,"routine","none specified",2120,"Aphaniops",NA,1,1,"benthopelagic","Aphaniops dispar","Aphaniidae","Cyprinodontiformes","Teleostei","Osteichthyes"
"2907","fishbase",0.46373,0.00079,24.5,4813,"routine","none specified",2120,"Aphaniops",NA,1,1,"benthopelagic","Aphaniops dispar","Aphaniidae","Cyprinodontiformes","Teleostei","Osteichthyes"
"2911","fishbase",0.6586,0.0074,10,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2912","fishbase",1.0064,0.0074,15,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2913","fishbase",1.3542,0.0074,20,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2914","fishbase",1.702,0.0074,25,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2915","fishbase",0.95,0.0125,10,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2916","fishbase",1.4125,0.0125,15,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2917","fishbase",1.8875,0.0125,20,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2918","fishbase",2.35,0.0125,25,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2919","fishbase",0.9776,0.0188,10,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2920","fishbase",1.692,0.0188,15,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2921","fishbase",2.5004,0.0188,20,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2922","fishbase",3.3652,0.0188,25,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2923","fishbase",1.5792,0.0329,10,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2924","fishbase",2.6649,0.0329,15,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2925","fishbase",3.8822,0.0329,20,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2926","fishbase",5.1653,0.0329,25,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2927","fishbase",2.21464,0.047,10,4818,"standard","none specified",85173,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2928","fishbase",3.33653,0.047,15,4818,"standard","none specified",85173,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2929","fishbase",4.56088,0.047,20,4818,"standard","none specified",85173,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2930","fishbase",6.75014,0.047,25,4818,"standard","none specified",85173,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2931","fishbase",2.3598,0.0621,10,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2932","fishbase",4.1607,0.0621,15,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2933","fishbase",6.2721,0.0621,20,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2934","fishbase",8.6319,0.0621,25,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2935","fishbase",3.7362,0.1437,10,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2936","fishbase",7.185,0.1437,15,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2937","fishbase",11.496,0.1437,20,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2938","fishbase",16.5255,0.1437,25,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2939","fishbase",5.5335,0.3255,10,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2940","fishbase",13.671,0.3255,15,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2941","fishbase",26.3655,0.3255,20,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2942","fishbase",43.617,0.3255,25,4818,"routine","none specified",2120,"Labeobarbus","Torinae",0,0,"benthopelagic","Labeobarbus aeneus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"2950","fishbase",0.5424,0.0016,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2951","fishbase",0.7125,0.0025,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2952","fishbase",1.0792,0.0038,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2953","fishbase",0.989,0.0046,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2954","fishbase",3.31784,0.00619,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2955","fishbase",1.8177,0.0073,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2956","fishbase",1.7596,0.0083,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2957","fishbase",1.9584,0.0102,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2958","fishbase",1.804,0.011,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2959","fishbase",2.1,0.012,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2960","fishbase",1.6512,0.0129,25,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2961","fishbase",1.86446,0.01313,25,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2962","fishbase",2.0025,0.01335,25,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2963","fishbase",2.0655,0.0135,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2964","fishbase",2.43,0.0135,25,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2965","fishbase",1.77504,0.01376,25,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2966","fishbase",1.75336,0.01414,25,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2967","fishbase",1.82793,0.01417,25,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2968","fishbase",2.5168,0.0143,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2969","fishbase",4.32717,0.01487,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2970","fishbase",0.51,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2971","fishbase",1.14,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2972","fishbase",1.395,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2973","fishbase",1.47,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2974","fishbase",2.37,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2975","fishbase",2.58,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2976","fishbase",2.73,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2977","fishbase",2.865,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2978","fishbase",3.225,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2979","fishbase",3.435,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2980","fishbase",3.45,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2981","fishbase",3.735,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2982","fishbase",4.365,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2983","fishbase",5.145,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2984","fishbase",5.415,0.015,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2985","fishbase",3.45103,0.01507,26,4833,"routine","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2986","fishbase",1.881,0.0165,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2987","fishbase",2.2125,0.0177,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2988","fishbase",3.1603,0.0187,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2989","fishbase",3.1845,0.0193,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2990","fishbase",2.856,0.0204,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"2991","fishbase",2.8304,0.0232,22,4833,"standard","none specified",2120,"Glossogobius","Gobiinae",1,1,"benthopelagic","Glossogobius giuris","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
