"","X","SpecCode","Genus","Subfamily","Brack","Saltwater","DemersPelag","Species","Family","Order","Class","SuperClass","c_m","eps_m"
"11347",11347,69073,"Ostichthys","Myripristinae",0,1,"benthopelagic","Ostichthys kinchi","Holocentridae","Holocentriformes","Teleostei","Osteichthyes",NA,NA
"11348",11348,59156,"Ostichthys","Myripristinae",0,1,"demersal","Ostichthys ovaloculus","Holocentridae","Holocentriformes","Teleostei","Osteichthyes",NA,NA
"11349",11349,59157,"Ostichthys","Myripristinae",0,1,"benthopelagic","Ostichthys sandix","Holocentridae","Holocentriformes","Teleostei","Osteichthyes",NA,NA
"11350",11350,54321,"Ostichthys","Myripristinae",0,1,"demersal","Ostichthys sheni","Holocentridae","Holocentriformes","Teleostei","Osteichthyes",NA,NA
"11351",11351,69072,"Ostichthys","Myripristinae",0,1,"benthopelagic","Ostichthys spiniger","Holocentridae","Holocentriformes","Teleostei","Osteichthyes",NA,NA
"11352",11352,68273,"Ostichthys","Myripristinae",0,1,"benthopelagic","Ostichthys sufensis","Holocentridae","Holocentriformes","Teleostei","Osteichthyes",NA,NA
"11353",11353,3252,"Ostichthys","Myripristinae",0,1,"demersal","Ostichthys trachypoma","Holocentridae","Holocentriformes","Teleostei","Osteichthyes",NA,NA
"11354",11354,5766,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus angustatus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11355",11355,66649,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus aphanes","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11356",11356,10294,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus apogonoides","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11357",11357,61606,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus aroubiensis","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11358",11358,60359,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus aterrimus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11359",11359,12565,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus atrogaster","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11360",11360,4837,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus aureus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11361",11361,61523,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus brevispinis","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11362",11362,57868,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus bryx","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11363",11363,46519,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus capricornis","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11364",11364,25109,"Ostorhinchus","Apogoninae",1,1,"demersal","Ostorhinchus cavitensis","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11365",11365,55305,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus chalcius","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11366",11366,54177,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus cheni","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11367",11367,58153,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus chrysopomus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11368",11368,13003,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus chrysotaenia","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11369",11369,60350,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus cladophilos","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11370",11370,5769,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus compressus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11371",11371,9240,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus cookii","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11372",11372,4600,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus cyanosoma","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11373",11373,60349,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus cyanotaenia","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11374",11374,5759,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus dispar","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11375",11375,59180,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus diversus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11376",11376,8587,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus doederleini","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11377",11377,6524,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus endekataenia","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11378",11378,6605,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus fasciatus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11379",11379,16886,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus flagelliferus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11380",11380,46518,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus flavus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11381",11381,4838,"Ostorhinchus","Apogoninae",1,1,"benthopelagic","Ostorhinchus fleurieu","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11382",11382,25051,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus franssedai","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11383",11383,54176,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus fukuii","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11384",11384,50880,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus griffini","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11385",11385,56481,"Ostorhinchus","Apogoninae",0,1,"demersal","Ostorhinchus gularis","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11386",11386,5760,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus hartzfeldii","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11387",11387,8588,"Ostorhinchus","Apogoninae",1,1,"benthopelagic","Ostorhinchus hoevenii","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11388",11388,46445,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus holotaenia","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11389",11389,23454,"Ostorhinchus","Apogoninae",0,1,"demersal","Ostorhinchus ishigakiensis","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11390",11390,24339,"Ostorhinchus","Apogoninae",0,1,"demersal","Ostorhinchus jenkinsi","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11391",11391,8230,"Ostorhinchus","Apogoninae",1,1,"benthopelagic","Ostorhinchus kiensis","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11392",11392,59181,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus komodoensis","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11393",11393,60365,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus leptofasciatus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11394",11394,64203,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus leslie","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11395",11395,52458,"Ostorhinchus","Apogoninae",1,1,"demersal","Ostorhinchus limenus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11396",11396,60351,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus lineomaculatus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11397",11397,58503,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus luteus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11398",11398,7788,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus maculiferus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11399",11399,58156,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus margaritophorus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11400",11400,25370,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus melanoproctus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11401",11401,59772,"Ostorhinchus","Apogoninae",0,1,"pelagic","Ostorhinchus melanopterus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11402",11402,60352,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus microspilos","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11403",11403,8589,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus moluccensis","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11404",11404,60354,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus monospilus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11405",11405,11619,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus multilineatus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11406",11406,59773,"Ostorhinchus","Apogoninae",0,1,"pelagic","Ostorhinchus mydrus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11407",11407,25037,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus nanus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11408",11408,25049,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus neotes","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11409",11409,23650,"Ostorhinchus","Apogoninae",0,1,"demersal","Ostorhinchus nigripes","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11410",11410,10621,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus nigrocincta","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11411",11411,4836,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus nigrofasciatus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11412",11412,12659,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus norfolcensis","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11413",11413,8590,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus notatus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11414",11414,60361,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus noumeae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11415",11415,5768,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus novemfasciatus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11416",11416,25034,"Ostorhinchus","Apogoninae",0,1,"demersal","Ostorhinchus ocellicaudus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11417",11417,59057,"Ostorhinchus","Apogoninae",0,1,"demersal","Ostorhinchus oxina","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11418",11418,60366,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus oxygrammus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11419",11419,14820,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus pallidofasciatus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11420",11420,69554,"Ostorhinchus","Apogoninae",0,1,"pelagic","Ostorhinchus pallidus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11421",11421,23452,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus parvulus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11422",11422,63447,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus pleuron","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11423",11423,56921,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus properuptus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11424",11424,4839,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus pselion","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11425",11425,60371,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus quinquestriatus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11426",11426,59771,"Ostorhinchus","Apogoninae",0,1,"pelagic","Ostorhinchus radcliffei","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11427",11427,61524,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus regula","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11428",11428,59453,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus relativus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11429",11429,59183,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus rubrimacula","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11430",11430,14822,"Ostorhinchus","Apogoninae",1,1,"benthopelagic","Ostorhinchus rueppellii","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11431",11431,60565,"Ostorhinchus","Apogoninae",0,1,"demersal","Ostorhinchus schlegeli","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11432",11432,6230,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus sealei","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11433",11433,27037,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus selas","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11434",11434,9241,"Ostorhinchus","Apogoninae",1,1,"benthopelagic","Ostorhinchus semilineatus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11435",11435,10343,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus septemstriatus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11436",11436,59454,"Ostorhinchus","Apogoninae",0,1,"demersal","Ostorhinchus sinus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11437",11437,60363,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus spilurus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11438",11438,5767,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus taeniophorus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11439",11439,59182,"Ostorhinchus","Apogoninae",0,1,"demersal","Ostorhinchus unitaeniatus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11440",11440,60367,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus urostigmus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11441",11441,14832,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus victoriae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11442",11442,59184,"Ostorhinchus","Apogoninae",0,1,"benthopelagic","Ostorhinchus wassinki","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11443",11443,59770,"Ostorhinchus","Apogoninae",0,1,"pelagic","Ostorhinchus wilsoni","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11444",11444,6555,"Ostracion",NA,0,1,"benthopelagic","Ostracion cubicum","Ostraciidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"11445",11445,12743,"Ostracion",NA,0,1,"benthopelagic","Ostracion cyanurus","Ostraciidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"11446",11446,12825,"Ostracion",NA,0,1,"demersal","Ostracion immaculatum","Ostraciidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"11447",11447,6556,"Ostracion",NA,0,1,"benthopelagic","Ostracion meleagris","Ostraciidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"11448",11448,8288,"Ostracion",NA,0,1,"benthopelagic","Ostracion rhinorhynchos","Ostraciidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"11449",11449,6577,"Ostracion",NA,0,1,"benthopelagic","Ostracion solorense","Ostraciidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"11450",11450,25415,"Ostracion",NA,0,1,"benthopelagic","Ostracion trachys","Ostraciidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"11451",11451,7862,"Ostracion",NA,0,1,"benthopelagic","Ostracion whitleyi","Ostraciidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"11452",11452,23398,"Ostracoberyx",NA,0,1,"demersal","Ostracoberyx dorygenys","Ostracoberycidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"11453",11453,23399,"Ostracoberyx",NA,0,1,"demersal","Ostracoberyx fowleri","Ostracoberycidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"11454",11454,59087,"Ostracoberyx",NA,0,1,"demersal","Ostracoberyx paxtoni","Ostracoberycidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"11455",11455,14355,"Othos",NA,0,1,"benthopelagic","Othos dentex","Anthiadidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11456",11456,59250,"Oxyurichthys","Gobionellinae",0,1,"demersal","Oxyurichthys auchenolepis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11457",11457,68800,"Oxyurichthys","Gobionellinae",0,1,"demersal","Oxyurichthys chinensis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11458",11458,61027,"Oxyurichthys","Gobionellinae",0,1,"demersal","Oxyurichthys cornutus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11459",11459,9977,"Oxyurichthys","Gobionellinae",0,1,"demersal","Oxyurichthys guibei","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11460",11460,51697,"Oxyurichthys","Gobionellinae",0,1,"demersal","Oxyurichthys heisei","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11461",11461,9955,"Oxyurichthys","Gobionellinae",1,1,"demersal","Oxyurichthys keiensis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11462",11462,8029,"Oxyurichthys","Gobionellinae",0,1,"demersal","Oxyurichthys lemayi","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11463",11463,68801,"Oxyurichthys","Gobionellinae",0,1,"demersal","Oxyurichthys limophilus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11464",11464,51700,"Oxyurichthys","Gobionellinae",0,1,"demersal","Oxyurichthys lonchotus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11465",11465,9978,"Oxyurichthys","Gobionellinae",1,1,"demersal","Oxyurichthys microlepis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11466",11466,59780,"Oxyurichthys","Gobionellinae",0,1,"demersal","Oxyurichthys mindanensis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11467",11467,61306,"Oxyurichthys","Gobionellinae",0,1,"demersal","Oxyurichthys notonema","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11468",11468,8030,"Oxyurichthys","Gobionellinae",1,1,"benthopelagic","Oxyurichthys papuensis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11469",11469,57926,"Paralichthys",NA,0,1,"demersal","Paralichthys triocellatus","Paralichthyidae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"11470",11470,982,"Paralichthys",NA,0,1,"demersal","Paralichthys tropicus","Paralichthyidae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"11471",11471,13971,"Paralichthys",NA,1,1,"demersal","Paralichthys woolmani","Paralichthyidae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"11472",11472,51865,"Paraliparis",NA,0,1,"demersal","Paraliparis abyssorum","Liparidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11473",11473,64566,"Paraliparis",NA,0,1,"demersal","Paraliparis acutidens","Liparidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11474",11474,65369,"Paraliparis",NA,0,1,"pelagic","Paraliparis adustus","Liparidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11475",11475,51442,"Paraliparis",NA,0,1,"demersal","Paraliparis albeolus","Liparidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11476",11476,58805,"Paraliparis",NA,0,1,"demersal","Paraliparis albescens","Liparidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11477",11477,61344,"Paranebris",NA,0,1,"demersal","Paranebris bauchotae","Sciaenidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11478",11478,8311,"Paranibea",NA,0,1,"demersal","Paranibea semiluctuosa","Sciaenidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11479",11479,57454,"Paranisotremus","Haemulinae",0,1,"demersal","Paranisotremus moricandi","Haemulidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11480",11480,59311,"Paranotothenia","Nototheniinae",0,1,"demersal","Paranotothenia dewitti","Nototheniidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11481",11481,7051,"Paranotothenia","Nototheniinae",0,1,"pelagic","Paranotothenia magellanica","Nototheniidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11482",11482,8325,"Paranthias",NA,0,1,"benthopelagic","Paranthias colonus","Epinephelidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11483",11483,1217,"Paranthias",NA,0,1,"benthopelagic","Paranthias furcifer","Epinephelidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11484",11484,64834,"Parapercis",NA,0,1,"benthopelagic","Parapercis albipinna","Pinguipedidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11485",11485,67651,"Parapercis",NA,0,1,"pelagic","Parapercis albiventer","Pinguipedidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11486",11486,8188,"Parapercis",NA,0,1,"demersal","Parapercis alboguttata","Pinguipedidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11487",11487,13675,"Otolithes",NA,0,1,"benthopelagic","Otolithes cuvieri","Sciaenidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11488",11488,4824,"Otolithes",NA,1,1,"benthopelagic","Otolithes ruber","Sciaenidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11489",11489,4570,"Otolithoides",NA,0,1,"demersal","Otolithoides biauritus","Sciaenidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11490",11490,16526,"Otophidium","Ophidiinae",0,1,"demersal","Otophidium chickcharney","Ophidiidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA
"11491",11491,3118,"Otophidium","Ophidiinae",0,1,"benthopelagic","Otophidium dormitator","Ophidiidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA
"11492",11492,13939,"Otophidium","Ophidiinae",0,1,"demersal","Otophidium indefatigabile","Ophidiidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA
"11493",11493,3119,"Otophidium","Ophidiinae",0,1,"demersal","Otophidium omostigma","Ophidiidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA
"11494",11494,68886,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia ainonaka","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11495",11495,69893,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia aurora","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11496",11496,68887,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia contodon","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11497",11497,68888,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia crassa","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11498",11498,68889,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia dispar","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11499",11499,59268,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia dorypterus","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11500",11500,68890,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia elongata","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11501",11501,68891,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia fallax","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11502",11502,68892,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia geminata","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11503",11503,23509,"Owstonia","Owstoniinae",0,1,"benthopelagic","Owstonia grammodon","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11504",11504,68893,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia hastata","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11505",11505,68896,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia hawaiiensis","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11506",11506,68897,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia ignota","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11507",11507,68898,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia japonica","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11508",11508,68899,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia kamoharai","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11509",11509,68901,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia lepiota","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11510",11510,59059,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia maccullochi","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11511",11511,59269,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia macrophthalma","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11512",11512,68902,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia melanoptera","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
