"","X","SpecCode","Genus","Subfamily","Brack","Saltwater","DemersPelag","Species","Family","Order","Class","SuperClass","c_m","eps_m"
"11513",11513,68903,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia merensis","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11514",11514,68904,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia mundyi","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11515",11515,68905,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia nalani","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11516",11516,59270,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia nigromarginata","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11517",11517,68907,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia nudibucca","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11518",11518,68908,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia psilos","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11519",11519,68909,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia raredonae","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11520",11520,68910,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia rhamma","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11521",11521,65147,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia sarmiento","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11522",11522,68911,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia scottensis","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11523",11523,12573,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia sibogae","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11524",11524,68912,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia similis","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11525",11525,16914,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia simotera","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11526",11526,23511,"Owstonia","Owstoniinae",0,1,"benthopelagic","Owstonia taeniosoma","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11527",11527,23510,"Owstonia","Owstoniinae",0,1,"benthopelagic","Owstonia tosaensis","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11528",11528,10481,"Owstonia","Owstoniinae",0,1,"benthopelagic","Owstonia totomiensis","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11529",11529,25450,"Owstonia","Owstoniinae",0,1,"demersal","Owstonia weberi","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11530",11530,66331,"Owstonia","Owstoniinae",0,1,"pelagic","Owstonia whiteheadi","Cepolidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11531",11531,15015,"Oxycercichthys","Pseudochrominae",0,1,"benthopelagic","Oxycercichthys veliferus","Pseudochromidae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"11532",11532,5595,"Oxycheilinus","Cheilininae",0,1,"benthopelagic","Oxycheilinus arenatus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11533",11533,5596,"Oxycheilinus","Cheilininae",0,1,"benthopelagic","Oxycheilinus bimaculatus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11534",11534,5597,"Oxycheilinus","Cheilininae",0,1,"benthopelagic","Oxycheilinus celebicus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11535",11535,5599,"Oxycheilinus","Cheilininae",1,1,"benthopelagic","Oxycheilinus digramma","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11536",11536,63450,"Oxycheilinus","Cheilininae",0,1,"benthopelagic","Oxycheilinus lineatus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11537",11537,12779,"Oxycheilinus","Cheilininae",0,1,"benthopelagic","Oxycheilinus mentalis","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11538",11538,62614,"Oxycheilinus","Cheilininae",0,1,"benthopelagic","Oxycheilinus nigromarginatus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11539",11539,5601,"Oxycheilinus","Cheilininae",0,1,"benthopelagic","Oxycheilinus orientalis","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11540",11540,69180,"Oxycheilinus","Cheilininae",0,1,"benthopelagic","Oxycheilinus samurai","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11541",11541,5605,"Oxycheilinus","Cheilininae",0,1,"benthopelagic","Oxycheilinus unifasciatus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11542",11542,5833,"Oxycirrhites",NA,0,1,"benthopelagic","Oxycirrhites typus","Cirrhitidae","Centrarchiformes","Teleostei","Osteichthyes",NA,NA
"11543",11543,10731,"Oxyconger",NA,0,1,"demersal","Oxyconger leptognathus","Muraenesocidae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"11544",11544,59246,"Oxyeleotris","Butinae",0,1,"demersal","Oxyeleotris siamensis","Butidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11545",11545,3670,"Oxyjulis",NA,0,1,"demersal","Oxyjulis californica","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11546",11546,4036,"Oxylebius","Oxylebiinae",0,1,"demersal","Oxylebius pictus","Zaniolepididae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11547",11547,13046,"Oxymetopon","Ptereleotrinae",0,1,"benthopelagic","Oxymetopon compressus","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11548",11548,13047,"Oxymetopon","Ptereleotrinae",0,1,"benthopelagic","Oxymetopon cyanoctenosum","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11549",11549,59226,"Oxymetopon","Ptereleotrinae",0,1,"benthopelagic","Oxymetopon filamentosum","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11550",11550,59227,"Oxymetopon","Ptereleotrinae",0,1,"benthopelagic","Oxymetopon formosum","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11551",11551,60862,"Oxymetopon","Ptereleotrinae",0,1,"benthopelagic","Oxymetopon typus","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11552",11552,25418,"Oxymonacanthus",NA,0,1,"benthopelagic","Oxymonacanthus halli","Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"11553",11553,6559,"Oxymonacanthus",NA,0,1,"benthopelagic","Oxymonacanthus longirostris","Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"11554",11554,715,"Oxynotus",NA,0,1,"demersal","Oxynotus bruniensis","Oxynotidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"11555",11555,717,"Oxynotus",NA,0,1,"demersal","Oxynotus caribbaeus","Oxynotidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"11556",11556,718,"Oxynotus",NA,0,1,"demersal","Oxynotus centrina","Oxynotidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"11557",11557,54012,"Oxynotus",NA,0,1,"demersal","Oxynotus japonicus","Oxynotidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"11558",11558,719,"Oxynotus",NA,0,1,"demersal","Oxynotus paradoxus","Oxynotidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"11559",11559,12112,"Oxyporhamphus",NA,0,1,"pelagic","Oxyporhamphus micropterus","Hemiramphidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"11560",11560,3160,"Oxyporhamphus",NA,0,1,"pelagic","Oxyporhamphus similis","Hemiramphidae","Beloniformes","Teleostei","Osteichthyes",NA,NA
"11561",11561,51698,"Oxyurichthys","Gobionellinae",0,1,"demersal","Oxyurichthys paulae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11562",11562,67635,"Oxyurichthys","Gobionellinae",0,1,"benthopelagic","Oxyurichthys petersii","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11563",11563,68802,"Oxyurichthys","Gobionellinae",0,1,"demersal","Oxyurichthys rapa","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11564",11564,3867,"Oxyurichthys","Gobionellinae",0,1,"benthopelagic","Oxyurichthys stigmalophius","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11565",11565,51699,"Oxyurichthys","Gobionellinae",0,1,"demersal","Oxyurichthys takagi","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11566",11566,9979,"Oxyurichthys","Gobionellinae",1,1,"demersal","Oxyurichthys tentacularis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11567",11567,59259,"Oxyurichthys","Gobionellinae",0,1,"demersal","Oxyurichthys uronema","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11568",11568,59872,"Oxyurichthys","Gobionellinae",1,1,"demersal","Oxyurichthys viridis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11569",11569,68803,"Oxyurichthys","Gobionellinae",0,1,"demersal","Oxyurichthys zeta","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11570",11570,10801,"Ozichthys","Apogoninae",0,1,"benthopelagic","Ozichthys albimaculosus","Apogonidae","Kurtiformes","Teleostei","Osteichthyes",NA,NA
"11571",11571,63161,"Pachycara","Lycodinae",0,1,"demersal","Pachycara alepidotum","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11572",11572,60663,"Pachycara","Lycodinae",0,1,"demersal","Pachycara andersoni","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11573",11573,60664,"Pachycara","Lycodinae",0,1,"demersal","Pachycara arabica","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11574",11574,7034,"Pachycara","Lycodinae",0,1,"demersal","Pachycara brachycephalum","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11575",11575,25276,"Pachycara","Lycodinae",0,1,"demersal","Pachycara bulbiceps","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11576",11576,68073,"Pachycara","Lycodinae",0,1,"demersal","Pachycara caribbaeum","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11577",11577,63953,"Pachycara","Lycodinae",0,1,"demersal","Pachycara cousinsi","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11578",11578,22560,"Pachycara","Lycodinae",0,1,"demersal","Pachycara crassiceps","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11579",11579,48290,"Pachycara","Lycodinae",0,1,"demersal","Pachycara crossacanthum","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11580",11580,64615,"Pachycara","Lycodinae",0,1,"pelagic","Pachycara dolichaulus","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11581",11581,48291,"Pachycara","Lycodinae",0,1,"demersal","Pachycara garricki","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11582",11582,48292,"Pachycara","Lycodinae",0,1,"demersal","Pachycara goni","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11583",11583,48293,"Pachycara","Lycodinae",0,1,"demersal","Pachycara gymninium","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11584",11584,67016,"Pachycara","Lycodinae",0,1,"demersal","Pachycara karenae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11585",11585,48295,"Pachycara","Lycodinae",0,1,"demersal","Pachycara lepinium","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11586",11586,69329,"Pachycara","Lycodinae",0,1,"demersal","Pachycara matallanasi","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11587",11587,48299,"Pachycara","Lycodinae",0,1,"demersal","Pachycara mesoporum","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11588",11588,27752,"Pachycara","Lycodinae",0,1,"demersal","Pachycara microcephalum","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11589",11589,58989,"Pachycara","Lycodinae",0,1,"demersal","Pachycara nazca","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11590",11590,48301,"Pachycara","Lycodinae",0,1,"demersal","Pachycara pammelas","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11591",11591,63952,"Pachycara","Lycodinae",0,1,"demersal","Pachycara priedei","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11592",11592,48303,"Pachycara","Lycodinae",0,1,"demersal","Pachycara rimae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11593",11593,62054,"Pachycara","Lycodinae",0,1,"demersal","Pachycara saldanhai","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11594",11594,48304,"Pachycara","Lycodinae",0,1,"demersal","Pachycara shcherbachevi","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11595",11595,48306,"Pachycara","Lycodinae",0,1,"demersal","Pachycara sulaki","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11596",11596,48309,"Pachycara","Lycodinae",0,1,"demersal","Pachycara suspectum","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11597",11597,56728,"Pachycara","Lycodinae",0,1,"demersal","Pachycara thermophilum","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11598",11598,5999,"Pachymetopon",NA,0,1,"demersal","Pachymetopon aeneum","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11599",11599,5505,"Pachymetopon",NA,0,1,"demersal","Pachymetopon blochii","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11600",11600,5532,"Pachymetopon",NA,0,1,"demersal","Pachymetopon grande","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11601",11601,11784,"Pachystomias","Melanostomiinae",0,1,"pelagic","Pachystomias microdon","Stomiidae","Stomiiformes","Teleostei","Osteichthyes",NA,NA
"11602",11602,57648,"Pachyurus",NA,0,1,"benthopelagic","Pachyurus squamipennis","Sciaenidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11603",11603,60712,"Paedogobius","Gobionellinae",1,1,"demersal","Paedogobius kimurai","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11604",11604,57911,"Paedovaricus","Gobiinae",0,1,"demersal","Paedovaricus imswe","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11605",11605,889,"Pagellus",NA,0,1,"benthopelagic","Pagellus acarne","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11606",11606,14398,"Pagellus",NA,0,1,"demersal","Pagellus affinis","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11607",11607,436,"Pagellus",NA,0,1,"demersal","Pagellus bellottii","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11608",11608,890,"Pagellus",NA,0,1,"benthopelagic","Pagellus bogaraveo","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11609",11609,893,"Pagellus",NA,0,1,"benthopelagic","Pagellus erythrinus","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11610",11610,437,"Pagellus",NA,0,1,"demersal","Pagellus natalensis","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11611",11611,7111,"Pagetodes",NA,0,1,"demersal","Pagetodes antarcticus","Channichthyidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11612",11612,60586,"Pagetodes",NA,0,1,"demersal","Pagetodes atkinsoni","Channichthyidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11613",11613,52687,"Pagetodes",NA,0,1,"demersal","Pagetodes pappenheimi","Channichthyidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11614",11614,7114,"Pagetopsis",NA,0,1,"demersal","Pagetopsis macropterus","Channichthyidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11615",11615,7115,"Pagetopsis",NA,0,1,"demersal","Pagetopsis maculata","Channichthyidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11616",11616,7049,"Pagothenia","Trematominae",0,1,"pelagic","Pagothenia borchgrevinki","Nototheniidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11617",11617,5067,"Pagrus",NA,1,1,"benthopelagic","Pagrus africanus","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11618",11618,6426,"Pagrus",NA,1,1,"benthopelagic","Pagrus auratus","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11619",11619,5066,"Pagrus",NA,0,1,"benthopelagic","Pagrus auriga","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11620",11620,4540,"Pagrus",NA,1,1,"benthopelagic","Pagrus caeruleostictus","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11621",11621,445,"Pagrus",NA,0,1,"demersal","Pagrus major","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11622",11622,1756,"Pagrus",NA,0,1,"benthopelagic","Pagrus pagrus","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11623",11623,59792,"Palatogobius","Gobiinae",0,1,"demersal","Palatogobius grandoculus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11624",11624,3895,"Palatogobius","Gobiinae",0,1,"demersal","Palatogobius paradoxus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11625",11625,4169,"Pallasina","Brachyopsinae",0,1,"demersal","Pallasina barbata","Agonidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11626",11626,51033,"Palmoliparis",NA,0,1,"demersal","Palmoliparis beckeri","Liparidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11627",11627,25042,"Palutrus","Gobiinae",0,1,"benthopelagic","Palutrus meteori","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11628",11628,61312,"Palutrus","Gobiinae",0,1,"benthopelagic","Palutrus pruinosa","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11629",11629,25494,"Palutrus","Gobiinae",0,1,"benthopelagic","Palutrus reticularis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11630",11630,8408,"Palutrus","Gobiinae",1,1,"demersal","Palutrus scapulopunctatus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11631",11631,491,"Pampus",NA,0,1,"benthopelagic","Pampus argenteus","Stromateidae","Scombriformes","Teleostei","Osteichthyes",NA,NA
"11632",11632,8187,"Pampus",NA,1,1,"benthopelagic","Pampus chinensis","Stromateidae","Scombriformes","Teleostei","Osteichthyes",NA,NA
"11633",11633,69458,"Pampus",NA,0,1,"benthopelagic","Pampus cinereus","Stromateidae","Scombriformes","Teleostei","Osteichthyes",NA,NA
"11634",11634,59474,"Pampus",NA,0,1,"benthopelagic","Pampus minor","Stromateidae","Scombriformes","Teleostei","Osteichthyes",NA,NA
"11635",11635,59625,"Pampus",NA,0,1,"benthopelagic","Pampus punctatissimus","Stromateidae","Scombriformes","Teleostei","Osteichthyes",NA,NA
"11636",11636,59254,"Pandaka","Gobionellinae",1,1,"demersal","Pandaka pusilla","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"11637",11637,15921,"Panna",NA,0,1,"benthopelagic","Panna heterolepis","Sciaenidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11638",11638,8310,"Panna",NA,1,1,"demersal","Panna microdon","Sciaenidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11639",11639,15459,"Panna",NA,1,1,"benthopelagic","Panna perarmata","Sciaenidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"11640",11640,1887,"Pantolabus","Caranginae",1,1,"benthopelagic","Pantolabus radiatus","Carangidae","Carangiformes","Teleostei","Osteichthyes",NA,NA
"11641",11641,54552,"Panturichthys",NA,0,1,"demersal","Panturichthys fowleri","Heterenchelyidae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"11642",11642,9045,"Panturichthys",NA,0,1,"demersal","Panturichthys isognathus","Heterenchelyidae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"11643",11643,9047,"Panturichthys",NA,0,1,"demersal","Panturichthys longus","Heterenchelyidae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"11644",11644,9048,"Panturichthys",NA,0,1,"demersal","Panturichthys mauritanicus","Heterenchelyidae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"11645",11645,7896,"Papilloculiceps",NA,0,1,"benthopelagic","Papilloculiceps longiceps","Platycephalidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11646",11646,605,"Papuengraulis","Coiliinae",1,1,"pelagic","Papuengraulis micropinna","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",NA,NA
"11647",11647,58548,"Parabathymyrus","Bathymyrinae",0,1,"demersal","Parabathymyrus brachyrhynchus","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"11648",11648,63060,"Parabathymyrus","Bathymyrinae",0,1,"benthopelagic","Parabathymyrus fijiensis","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"11649",11649,58645,"Parabathymyrus","Bathymyrinae",0,1,"demersal","Parabathymyrus karrerae","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"11650",11650,10404,"Parabathymyrus","Bathymyrinae",0,1,"demersal","Parabathymyrus macrophthalmus","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"11651",11651,54266,"Parabathymyrus","Bathymyrinae",0,1,"demersal","Parabathymyrus oregoni","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"11652",11652,68419,"Parabathymyrus","Bathymyrinae",0,1,"benthopelagic","Parabathymyrus philippinensis","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"11653",11653,12981,"Parabembras",NA,0,1,"demersal","Parabembras curta","Bembridae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11654",11654,69202,"Parabembras",NA,0,1,"demersal","Parabembras multisquamata","Bembridae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11655",11655,10114,"Parabembras",NA,0,1,"demersal","Parabembras robinsoni","Bembridae","Perciformes","Teleostei","Osteichthyes",NA,NA
"11656",11656,16955,"Parablennius","Salariinae",0,1,"demersal","Parablennius cornutus","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
